stationReference,lat,long,easting,northing,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow,latestReading,parameter,qualifier,unitName
44115,50.739791,-2.891657,337178.0,93733.0,3.759,0.003,1.13,0.047,0.698,level,Stage,mASD
2841TH,51.757619,-0.4753909999999999,505326.0,207648.0,0.6950000000000001,0.013,0.8300000000000001,0.066,0.198,level,Stage,mASD
47115,50.640271,-4.330759,235290.0,84880.0,5.351,0.143,3.0,0.226,1.364,level,Stage,m
4039,52.460104,-1.897221,407080.0,284690.0,2.503,0.11,0.416,0.087,0.159,level,Stage,mASD
E1140,51.172608,0.173074,552010.0,143730.0,2.978,0.002,2.07,0.085,1.704,level,Stage,mASD
E61101,52.242947,-0.263656,518650.0,261950.0,1.845,0.325,1.1,0.8240000000000001,0.853,level,Stage,mASD
768010,54.668303,-2.76746,350599.0,530631.0,1.518,0.122,2.916,0.04,0.231,level,Stage,m
50134,50.779388,-4.127794,250085.0,99916.0,2.079,0.02,1.5,0.07,0.407,level,Stage,m
4164,53.308371,-0.942655,470550.0,379570.0,1.653,0.056,0.85,0.19,0.386,level,Stage,mASD
E1363,52.229163,-0.868182,477400.0,259600.0,1.5670000000000002,0.0,1.041,0.935,1.009,level,Stage,mASD
53134,51.492586,-2.523813,363730.0,177202.0,2.997,0.1,2.1,0.241,1.723,level,Stage,m
F2202,54.098062,-1.457119,435600.0,467045.0,3.497,0.02,1.45,0.11,1.369,level,Stage,m
2705,52.5405,-2.801605,345730.0,293930.0,0.59,-0.06,0.35,0.02,0.205,level,Stage,mASD
2098,51.998663,-2.155508,389420.0,233370.0,5.491,1.926,2.8,2.127,2.859,level,Stage,mASD
023001,54.94992,-1.940633,403900.0,561700.0,6.959,0.188,4.6,0.408,1.726,level,Stage,m
E22374,52.357278,0.4185689999999999,564800.0,276000.0,2.724,1.854,2.19,1.939,2.066,level,Stage,m
L0407,53.326618,-1.516187,432321.0,381188.0,1.779,0.105,0.8,0.125,0.487,level,Stage,m
2830,52.735118,-2.960681,335230.0,315710.0,4.13,0.96,1.0,0.91,2.454,level,Stage,mASD
49121,50.477206,-4.595304,215952.0,67373.0,1.513,0.102,0.714,0.234,0.493,level,Stage,m
45137,50.775566,-3.718339,278940.0,98740.0,2.762,0.0,2.0,0.102,0.575,level,Stage,m
L0903,53.61394,-0.990666,466870.0,413518.0,6.952,0.995,5.37,1.451,3.956,level,Stage,mAOD
4192TH,51.428571,-0.1876769999999999,526090.0,171510.0,3.11,0.486,3.485,0.853,1.023,level,Stage,mASD
48137,50.229401,-5.120933,177507.0,41262.0,1.445,0.21,0.864,0.236,1.175,level,Stage,m
E60701,52.053714,-0.855119,478600.0,240100.0,1.16,0.18,0.304,0.151,0.204,level,Stage,mASD
4314TH,51.385199,0.047688,542586.0,167118.0,1.892,0.917,1.6,0.924,0.924,level,Stage,mASD
L2325,54.363181,-1.418526,437881.0,496564.0,1.918,0.027,1.37,0.058,0.252,level,Stage,m
E2125,52.442977,-0.492641,502553.0,283848.0,2.32,0.03,1.3,0.286,0.729,level,Stage,mASD
E13281,50.919652,-1.447963,438900.0,113500.0,0.7030000000000001,0.0,0.5,0.026,0.112,level,Stage,mASD
5039TH,51.884165,0.09127,544030.0,222690.0,1.973,-0.171,0.8200000000000001,-0.097,0.171,level,Stage,mASD
023039,54.973701,-2.105879,393320.0,564350.0,2.27,-0.107,1.3,0.003,0.856,level,Stage,m
46159,50.529998,-3.614031,285699.0,71269.0,2.29,0.022,1.2,0.027,0.673,level,Stage,m
E1502,53.38885,-0.330909,511100.0,389300.0,1.392,0.0,0.898,0.063,0.181,level,Stage,mASD
2490TH,51.484806,-0.880942,477800.0,176800.0,3.43,0.233,2.255,0.504,2.137,level,Stage,mASD
700295,53.583885,-2.637387,357900.0,409890.0,2.192,0.04,1.8,0.106,0.315,level,Stage,m
4192,52.762225,-0.889833,475010.0,318870.0,2.49,0.47,1.26,0.77,1.063,level,Stage,mASD
L2005,53.912329,-1.418426,438300.0,446400.0,5.246,0.21,3.0,0.345,2.086,level,Stage,m
E21195,52.412682,0.762195,587961.0,282999.0,1.142,0.07,0.5680000000000001,0.142,0.317,level,Stage,m
768001,54.661143,-2.747001,351910.0,529820.0,1.257,0.084,0.9,0.145,0.474,level,Stage,m
50125,50.907767,-3.863651,269066.0,113688.0,2.619,0.11,1.5,0.172,0.917,level,Stage,m
4155,52.896019,-0.962231,469910.0,333680.0,2.909,0.464,1.6,0.492,0.74,level,Stage,mASD
L3806,54.473986,-1.173419,453663.0,509052.0,3.7,0.11,2.56,0.276,0.47,level,Stage,m
2102,51.850206,-2.336612,376910.0,216900.0,6.276,-0.012,5.7,0.953,0.823,level,Stage,mASD
53125,51.380436,-2.506812,364824.0,164721.0,4.302,0.37,2.5,0.473,1.38,level,Stage,m
E15250,51.423959,0.230865,555200.0,171800.0,0.637,0.0,0.4,0.018,0.205,level,Stage,mASD
48128,50.264906,-5.060481,181980.0,45030.0,2.117,0.039,1.3,0.086,0.459,level,Stage,m
4118,53.233981,-1.032134,464700.0,371210.0,1.382,0.113,0.47,0.175,0.595,level,Stage,mASD
E24367,52.27627,-0.223832,521278.0,265722.0,1.484,0.083,0.656,0.332,0.666,level,Stage,mASD
700309,53.577223,-2.7214400000000003,352328.0,409202.0,2.85,0.27,3.348,0.374,0.793,level,Stage,m
45128,50.716251,-3.527368,292268.0,91849.0,4.611,2.615,4.0,3.282,3.867,level,Stage,m
F3707,54.650589,-1.508677,431800.0,528500.0,2.157,0.027,1.5,0.137,0.277,level,Stage,m
E8190,50.989456,0.127659,549424.0,123272.0,2.998,-0.072,2.208,0.0,0.546,level,Stage,mASD
45216,50.682142,-3.235982,312775.0,87672.0,1.855,0.0,0.4,0.008,0.101,level,Stage,m
750604,54.561659,-3.068796,330984.0,519019.0,18.04,6.901,16.68,10.088,15.715,level,Stage,m
1483TH,51.861059,-1.119228,460750.0,218420.0,2.984,0.222,2.0,0.297,2.059,level,Stage,mASD
E1530,51.107299,0.139866,549900.0,136400.0,3.756,38.981,2.7,0.019,1.876,level,Stage,mASD
E4405,53.00001,-0.4279059999999999,505600.0,345900.0,0.733,0.0,0.71,0.04,0.075,level,Stage,mASD
47171,50.641712,-4.362839,233027.0,85112.0,1.881,0.062,0.961,0.115,0.645,level,Stage,m
4058,53.013888,-1.738962,417610.0,346320.0,1.963,0.068,0.351,0.147,0.412,level,Stage,mASD
L2404,53.952302,-1.078455,460574.0,451084.0,10.195,4.888,7.9,5.052,7.382,level,Stage,mAOD
L1322,53.668661,-1.472656,434939.0,419262.0,1.771,-0.009,1.25,0.003,0.102,level,Stage,m
2005,52.724474,-2.872198,341190.0,314450.0,7.008,-0.121,4.8,0.287,4.766,level,Stage,mASD
762006,54.667313,-2.659359,357570.0,530450.0,3.417,0.03,2.0,0.152,1.469,level,Stage,m
690350,53.494067,-2.375559,375181.0,399774.0,1.961,0.062,1.79,0.071,0.17,level,Stage,m
1502TH,51.708312,-1.232825,453106.0,201343.0,0.6970000000000001,-0.23,0.4,-0.25,0.031,level,Stage,mASD
F1608,53.85124,-1.842838,410436.0,439458.0,3.015,0.065,1.75,0.212,0.692,level,Stage,m
2228,52.298087,-2.55805,362040.0,266810.0,4.231,0.45,3.0,0.47,0.584,level,Stage,mASD
E22008,52.669401,0.995655,602650.0,312178.0,1.738,-0.035,1.82,0.0,0.688,level,Stage,mASD
53153,51.554844,-2.092255,393700.0,184000.0,1.407,0.01,0.353,0.039,0.502,level,Stage,m
E22504,52.077093,0.491629,570846.0,245011.0,1.768,0.035,1.43,0.106,0.395,level,Stage,m
50153,51.016893,-3.822486,272260.0,125750.0,2.121,0.0,1.2,0.008,0.284,level,Stage,m
E22885,51.727462,0.441028,568683.0,206014.0,1.299,0.073,0.93,0.032,0.491,level,Stage,m
4146,53.0832,-1.32769,445130.0,354210.0,2.52,0.037,1.0,0.072,0.237,level,Stage,mASD
2890TH,51.517498,-0.476763,505788.0,180942.0,2.54,0.496,2.15,0.578,1.163,level,Stage,mASD
E22727,51.997863,0.578311,577098.0,236408.0,2.273,0.0,1.45,0.044,0.769,level,Stage,m
2989TH,51.374167,-0.478479,506000.0,165000.0,1.979,0.672,0.9,0.313,0.534,level,Stage,mASD
E14530,50.824241,-1.576864,429900.0,102830.0,1.014,0.0,0.37,0.028,0.138,level,Stage,mASD
F1102,53.67527,-1.738074,417400.0,419900.0,2.352,0.011,1.0,0.219,0.814,level,Stage,m
E3003,52.720446,-0.3639449999999999,510600.0,314900.0,1.479,0.0,0.74,0.057,0.229,level,Stage,mASD
4011,53.124099,-1.557929,429680.0,358640.0,5.181,0.071,2.5,0.285,1.571,level,Stage,mASD
50116,50.946265,-4.137186,249960.0,118490.0,5.7620000000000005,0.14,3.0,0.445,1.984,level,Stage,m
712170,53.854769,-2.158987,389639.0,439851.0,2.339,0.035,1.35,0.073,0.68,level,Stage,m
3369TH,51.375687,-0.264339,520900.0,165500.0,2.087,0.8320000000000001,3.0,0.892,1.139,level,Stage,mASD
E4976,53.125717,-0.052667,530400.0,360500.0,2.33,0.0,1.78,0.093,0.449,level,Stage,mASD
L2307,54.401122,-1.776606,414600.0,500653.0,4.191,-0.075,3.0,0.0,1.172,level,Stage,m
L2803,53.819066,-0.927565,470700.0,436400.0,6.371,1.569,5.3,1.979,4.526,level,Stage,mAOD
2886TH,51.598796,-0.3768289999999999,512521.0,190132.0,0.977,0.058,0.94,0.175,0.25,level,Stage,mASD
L1721,53.740078,-1.366226,441900.0,427265.0,2.94,-0.079,0.3,-0.005,0.286,level,Stage,m
3880TH,51.508638,-0.3425689999999999,515121.0,180159.0,2.725,0.771,3.489,0.842,0.901,level,Stage,mASD
4086,52.573856,-1.13453,458750.0,297690.0,2.761,0.524,1.607,0.6000000000000001,1.096,level,Stage,mASD
024005,54.742586,-1.59921,425900.0,538700.0,2.094,0.027,1.4,0.083,0.434,level,Stage,m
E1521,52.227978,-0.934098,472900.0,259400.0,1.329,0.0,0.949,0.46,-0.072,level,Stage,mASD
47125,50.34269,-4.005399,257400.0,51120.0,2.32,0.026,1.361,0.212,0.91,level,Stage,m
694460,53.384181,-2.825909,345162.0,387801.0,2.555,0.103,2.7,0.219,0.463,level,Stage,m
4049,53.309224,-1.138194,457520.0,379490.0,2.189,0.09,1.05,0.149,0.386,level,Stage,mASD
E26141,52.145941,-0.521734,501250.0,250770.0,30.96,28.913,29.515,28.979,29.486,level,Stage,mAOD
E21325,52.147499,-0.708027,488500.0,250700.0,1.169,0.015,0.372,0.075,0.218,level,Stage,mASD
L3602,54.512373,-1.355879,441800.0,513200.0,4.073,0.145,1.8,0.45,0.759,level,Stage,m
712221,53.794282,-2.306373,379915.0,433153.0,1.561,0.12,1.26,0.164,0.444,level,Stage,m
5171TH,51.795404,0.134177,547272.0,212905.0,2.948,0.784,2.015,-0.014,1.35,level,Stage,mASD
5141TH,51.878177,0.160906,548842.0,222164.0,1.8,-0.002,1.15,0.059,0.371,level,Stage,mASD
4389TH,51.45563,0.00613,539480.0,174870.0,1.078,0.013,1.0,0.028,0.084,level,Stage,mASD
023011,55.245179,-2.561466,364400.0,594700.0,2.35,0.122,1.6,0.153,0.595,level,Stage,m
E5320,53.144479,0.086945,539680.0,362850.0,2.75,0.0,2.07,0.129,0.714,level,Stage,mASD
E13810,51.166603,-1.441818,439124.0,140966.0,0.621,0.232,0.5,0.3,0.315,level,Stage,mASD
E21042,52.131783,-0.962049,471144.0,248673.0,2.059,0.064,0.582,0.109,0.56,level,Stage,m
E4832,52.229209,-1.080484,462900.0,259400.0,1.54,-0.04,1.35,0.0,0.221,level,Stage,mASD
F2807,54.019124,-0.8857959999999999,473100.0,458700.0,2.568,0.107,1.2,0.277,0.946,level,Stage,m
E23527,52.399868,0.289328,555850.0,280450.0,1.39,0.003,0.9,0.432,0.547,level,Stage,mASD
1285SO,51.085655,1.177662,622643.0,136619.0,0.767,0.076,1.206,0.082,0.123,level,Stage,mASD
45124,51.132851,-3.640854,285287.0,138345.0,2.028,0.19,1.2,0.282,0.683,level,Stage,m
2667,51.834606,-2.193371,386772.0,215129.0,1.55,0.183,1.5,0.216,0.377,level,Stage,mASD
762510,54.904086,-2.817354,347687.0,556904.0,1.255,0.081,0.5,0.1,0.123,level,Stage,m
E24795,52.232016,1.183613,617500.0,264090.0,1.532,-0.091,1.46,0.08,0.386,level,Stage,mASD
2048,52.197687,-1.602579,427260.0,255570.0,2.228,0.05,0.362,0.091,0.344,level,Stage,mASD
E22088,52.073044,-0.805148,481991.0,242305.0,2.956,0.024,1.432,0.132,1.708,level,Stage,mASD
2644,51.888033,-2.253216,382669.0,221084.0,3.927,-0.031,1.5,0.1,1.34,level,Stage,mASD
48185,50.081307,-5.125068,176522.0,24812.0,1.305,0.05,1.0,0.034,-0.498,level,Stage,m
48124,50.13744,-5.406959,156644.0,31934.0,1.529,0.044,0.75,0.085,0.606,level,Stage,m
2277,51.848593,-2.220433,384912.0,216690.0,1.072,-0.009,1.5,0.012,0.166,level,Stage,mASD
713119,53.744388,-2.490462,367750.0,427670.0,2.815,0.0,2.565,0.09,0.544,level,Stage,m
763117,55.09346,-2.481494,369368.0,577778.0,1.008,-0.02,0.9,0.033,0.48,level,Stage,m
2273,51.856617,-2.227456,384431.0,217584.0,0.717,0.114,1.0,0.143,0.268,level,Stage,mASD
F3504,54.544622,-1.928854,404700.0,516600.0,3.092,0.297,1.7000000000000002,0.462,1.207,level,Stage,m
E12801,51.090021,-1.181212,457440.0,132620.0,0.732,0.13,0.55,0.173,0.39,level,Stage,mASD
2267,52.394519,-2.253581,382841.0,277420.0,4.431,0.406,2.3,0.45,0.794,level,Stage,mASD
49132,50.410447,-4.394551,229955.0,59472.0,1.107,0.07,0.7000000000000001,0.124,0.524,level,Stage,m
L2312,54.408693,-2.177133,388600.0,501487.0,3.492,-0.1,2.5,0.0,1.118,level,Stage,mASD
681003,53.169457,-2.104665,393100.0,363600.0,2.558,0.12,0.476,0.172,0.424,level,Stage,m
1904TH,51.850671,-0.772585,484640.0,217610.0,2.03,0.0,1.51,0.07,0.914,level,Stage,mASD
L1389,53.721955,-1.715052,418900.0,425100.0,0.783,-0.105,0.55,-0.002,0.018,level,Stage,m
692422,53.454585,-2.095579,393750.0,395320.0,2.07,0.204,2.73,0.223,0.543,level,Stage,m
E15230,51.266809,0.065457,544193.0,153988.0,103.274,102.723,0.8130000000000001,0.03,0.085,level,Stage,mASD
E10440,50.992202,-0.674476,493124.0,122259.0,2.9290000000000003,-0.065,1.5,0.024,0.393,level,Stage,mASD
50196,51.198942,-4.025648,258568.0,146365.0,0.843,-0.004,0.6900000000000001,0.051,0.295,level,Stage,m
44246,50.665744,-2.480878,366110.0,85230.0,0.354,0.09,0.298,0.113,0.299,level,Stage,m
4896,52.507787,-1.7045439999999998,420150.0,290030.0,2.83,0.718,1.9,0.75,1.026,level,Stage,mASD
4105,52.558696,-1.999094,400158.0,295652.0,2.728,0.144,2.16,0.203,0.239,level,Stage,mASD
4200,52.568845,-1.992912,400577.0,296781.0,2.48,0.003,1.34,0.108,0.216,level,Stage,mASD
1645TH,51.752648,-1.281126,449720.0,206240.0,3.141,0.736,2.01,0.87,2.311,level,Stage,mASD
E21836,52.830878,1.126258,610698.0,330509.0,0.704,0.107,0.8200000000000001,0.025,0.148,level,Stage,mASD
4101,52.523665,-2.039788,397397.0,291756.0,2.83,0.215,2.66,0.286,0.315,level,Stage,mASD
L13810,53.747561,-1.7466469999999998,416805.0,427941.0,1.72,0.048,0.3,0.056,0.209,level,Stage,m
1675TH,51.730973,-1.251352,451800.0,203850.0,2.738,0.578,2.3,0.841,1.267,level,Stage,mASD
E9883,51.086792,-0.406225,511722.0,133150.0,2.914,0.058,1.494,0.094,0.731,level,Stage,mASD
E47251,53.048222,-0.3961659999999999,507610.0,351310.0,0.934,0.17,0.7000000000000001,0.0,0.383,level,Stage,mASD
4153,52.620739,-1.76228,416190.0,302580.0,2.282,0.888,1.5,0.961,1.297,level,Stage,mASD
724700,54.039446,-2.780563,348979.0,460669.0,1.293,0.194,0.53,0.05,0.241,level,Stage,m
E8730,50.869751,4.3e-05,540829.0,109711.0,5.39,4.69,5.6,4.8,5.161,level,Stage,mAOD
4166,52.899788,-1.657587,423130.0,333650.0,1.775,0.511,1.5,0.578,1.05,level,Stage,mASD
L0942,53.608835,-1.032201,464130.0,412912.0,3.885,1.041,2.5,1.068,1.049,level,Stage,mAOD
52151,51.149147,-3.061825,325826.0,139413.0,1.905,0.163,1.0,0.205,0.512,level,Stage,m
E1759,53.37106,0.008655,533736.0,387903.0,1.165,0.03,0.4,0.055,0.139,level,Stage,m
4122,52.999734,-1.762306,416049.0,344740.0,2.982,0.084,2.1,0.241,1.127,level,Stage,mASD
L2472,53.952942,-1.078715,460556.0,451155.0,9.24,4.9,6.953,5.074,7.362,level,Stage,mAOD
724427,54.105893,-2.605757,360490.0,467950.0,2.958,0.08,1.5,0.116,0.908,level,Stage,m
4165,53.083974,-2.178955,388110.0,354100.0,1.5470000000000002,0.149,0.95,0.189,0.354,level,Stage,mASD
L1656,53.795159,-1.791858,413808.0,433227.0,1.94,1.018,1.306,1.03,1.239,level,Stage,m
53196,51.203198,-2.389554,372880.0,144960.0,2.655,0.5,2.0,0.638,0.99,level,Stage,m
4152,53.008317,-2.228776,384746.0,345693.0,2.306,0.11,1.5,0.162,0.478,level,Stage,mASD
1080TH,51.793689,-1.564378,430140.0,210650.0,1.634,0.262,1.62,0.303,1.074,level,Stage,mASD
4535,52.897211,-1.882427,408006.0,333315.0,1.482,0.249,0.6900000000000001,0.257,0.4,level,Stage,mASD
52114,50.964926,-2.912024,336050.0,118786.0,2.202,0.03,1.3,0.075,0.434,level,Stage,m
F2760,54.202353,-0.5661769999999999,493627.0,479462.0,0.242,0.0,0.142,0.04,0.138,level,Stage,m
4898,52.861553,-1.678994,421709.0,329390.0,3.773,0.289,2.48,0.387,2.138,level,Stage,mASD
2821TH,51.668568,-0.2876869999999999,518513.0,198032.0,2.19,0.8240000000000001,1.8,0.8270000000000001,0.977,level,Stage,mASD
5169TH,51.792981,0.16688,549535.0,212702.0,1.711,0.002,1.47,0.076,0.342,level,Stage,mASD
4863,52.948907,-2.036414,397650.0,339060.0,1.86,0.113,0.92,0.357,0.387,level,Stage,mASD
45212,50.688326,-3.294258,308670.0,88430.0,3.62,0.15,1.4,0.215,0.505,level,Stage,m
E1550,51.194615,0.278452,559300.0,146400.0,3.457,0.0,1.66,0.882,1.204,level,Stage,mASD
4091,53.377166,-1.053244,463080.0,387120.0,2.317,0.26,1.6,0.422,0.79,level,Stage,mASD
4159,52.970005,-2.073464,395163.0,341409.0,1.661,0.205,0.94,0.261,0.432,level,Stage,mASD
685517,53.395655,-3.121735,325506.0,389346.0,1.486,0.101,1.2,0.119,0.357,level,Stage,m
4703,52.807006,-2.123061,391801.0,323281.0,2.536,0.28,2.0,0.337,1.04,level,Stage,mASD
F2120,53.962216,-1.5688369999999998,428386.0,451880.0,1.22,0.01,0.5,0.04,0.285,level,Stage,m
E2261,51.202357,0.515045,575800.0,147800.0,3.734,-0.099,3.48,0.114,1.126,level,Stage,mASD
E22176,52.212963,0.7466929999999999,587750.0,260750.0,1.786,0.202,1.3,0.229,0.505,level,Stage,mASD
4169,52.780092,-1.792694,414080.0,320300.0,1.91,0.159,1.4,0.189,0.346,level,Stage,mASD
023057,54.963311,-2.107819,393194.0,563194.0,2.0,-0.033,0.067,-0.029,0.04,level,Stage,m
2453TH,51.237321,-0.8597389999999999,479700.0,149300.0,1.63,0.51,1.1,0.6000000000000001,0.786,level,Stage,mASD
51106,51.177714,-3.305414,308845.0,142864.0,2.201,0.03,0.8,0.174,0.573,level,Stage,m
4182,52.817973,-2.113758,392430.0,324500.0,1.5550000000000002,0.046,0.84,0.104,0.349,level,Stage,mASD
L32013_NE,53.76052,-0.4085459999999999,505013.0,430528.0,1.907,-0.04,0.49,0.004,0.318,level,Stage,m
4078,52.902503,-1.834928,411200.0,333910.0,2.925,0.435,1.405,0.67,2.231,level,Stage,mASD
4176,52.682553,-2.025244,398390.0,309430.0,2.357,0.019,2.2,0.132,0.219,level,Stage,mASD
L32012_NE,53.760205,-0.3830119999999999,506697.0,430531.0,1.95,0.009,0.705,0.223,0.219,level,Stage,m
2619,51.887632,-2.251427,382792.0,221039.0,5.35,0.47,2.79,0.5700000000000001,-3.841,level,Stage,mASD
2590TH,51.571155,-0.708557,489600.0,186600.0,0.47,0.06,0.38,0.114,0.171,level,Stage,mASD
4843,52.981564,-2.19971,386688.0,342711.0,2.325,0.248,1.91,0.335,0.78,level,Stage,mASD
1460_w1TH,51.861393,-1.30321,448080.0,218320.0,2.103,0.103,1.29,0.143,0.72,level,Stage,mASD
L0705,53.495204,-1.244769,450200.0,400100.0,5.122,0.47,3.7,0.68,1.557,level,Stage,m
4002,52.770034,-1.840172,410880.0,319173.0,1.298,0.069,0.8,0.101,0.194,level,Stage,mASD
E8001,50.895273,0.24023,557642.0,113034.0,2.5700000000000003,0.0,0.438,0.08,0.529,level,Stage,mASD
4125,52.874007,-1.7994979999999998,413592.0,330746.0,1.789,0.103,1.2,0.134,0.281,level,Stage,mASD
47117,50.531278,-4.221847,242627.0,72525.0,4.47,0.186,3.0,0.297,1.649,level,Stage,m
E23740,52.694217,0.419367,563598.0,313473.0,1.813,0.027,1.076,0.249,0.743,level,Stage,mASD
E10380,50.983264,-0.669759,493473.0,121271.0,4.594,0.0,1.842,0.466,3.145,level,Stage,mASD
E41647,52.236777,-0.8394469999999999,479349.0,260478.0,1.64,0.03,0.95,0.0,0.53,level,Stage,mASD
L1305,53.655883,-1.562677,429000.0,417800.0,4.098,0.066,2.2,0.179,1.458,level,Stage,m
E12520,50.983422,-1.382474,443444.0,120628.0,1.118,0.0,1.04,0.028,0.244,level,Stage,mASD
L0962,53.542867,-1.127873,457890.0,405491.0,4.46,2.46,4.48,2.615,2.596,level,Stage,mAOD
5327TH,51.691132,0.015788,539429.0,201077.0,1.484,-0.006,2.714,0.033,0.227,level,Stage,mASD
47130,50.560822,-4.480182,224430.0,76390.0,1.908,0.0,1.5,0.125,0.542,level,Stage,m
L12041,53.729568,-1.961304,402650.0,425910.0,3.182,0.064,1.5,0.116,0.852,level,Stage,m
735019,54.433747,-2.965717,337454.0,504690.0,1.741,0.041,1.4,0.1,0.696,level,Stage,m
E24451,52.219934,-0.521475,501100.0,259000.0,2.152,0.071,0.836,0.159,0.687,level,Stage,mASD
735003,54.460483,-3.021651,333869.0,507716.0,1.5670000000000002,0.147,1.0,0.15,0.996,level,Stage,m
2001,52.383563,-2.322438,378150.0,276220.0,5.563,0.053,3.3,0.207,2.805,level,Stage,mASD
E1253,52.656869,-0.382584,509500.0,307800.0,1.76,0.0,1.367,0.137,0.627,level,Stage,mASD
737526,54.368852,-3.075834,330201.0,497573.0,1.682,0.619,1.5,0.7000000000000001,0.964,level,Stage,m
50136,51.118685,-4.048455,256726.0,137485.0,1.413,0.06,0.85,0.117,0.348,level,Stage,m
E22041,52.141965,0.148004,547087.0,251473.0,1.486,0.08,1.02,0.05,0.238,level,Stage,m
43160,51.061054,-1.794476,414499.0,129100.0,1.394,0.107,0.94,0.286,1.016,level,Stage,m
3225TH,51.116941,-0.162605,528700.0,136900.0,3.259,-1.273,3.06,0.198,0.881,level,Stage,mASD
4177,52.662979,-2.143695,390378.0,307262.0,2.483,0.166,1.33,0.229,0.745,level,Stage,mASD
L0928,53.650296,-1.262804,448825.0,417342.0,2.783,-0.057,1.6,0.209,0.816,level,Stage,m
693333,53.343712,-2.232417,384623.0,383006.0,1.722,0.02,0.506,0.074,0.486,level,Stage,m
43109,51.076368,-1.862567,409724.0,130792.0,1.003,0.043,0.5700000000000001,0.085,0.395,level,Stage,m
L02203,53.242734,-1.453673,436556.0,371886.0,1.751,-0.026,1.0,-0.012,0.174,level,Stage,m
53136,51.602656,-2.124925,391444.0,189321.0,1.549,0.07,0.5,0.128,1.016,level,Stage,m
761514,54.543833,-2.944108,339020.0,516920.0,3.757,0.241,2.05,0.434,1.778,level,Stage,m
4170,52.671341,-2.108289,392774.0,308188.0,1.969,0.113,0.91,0.186,0.375,level,Stage,mASD
L1811,53.709879,-1.081836,460701.0,424110.0,4.594,-1.679,3.1,-0.607,-0.77,level,Stage,m
5470TH,51.640481,0.0815839999999999,544137.0,195572.0,1.862,0.008,1.3,0.029,0.975,level,Stage,mASD
E22004,51.593577,0.429596,568389.0,191100.0,1.138,-0.846,0.25,-0.739,-0.627,level,Stage,mAOD
1082TH,51.789786,-1.484269,435668.0,210252.0,2.45,0.39,1.4,0.464,1.31,level,Stage,mASD
710160,53.942277,-2.272495,382210.0,449610.0,2.6790000000000003,0.0,1.8,0.1,1.168,level,Stage,m
F1402,53.869559,-1.894095,407061.0,441490.0,2.933,-0.082,0.79,-0.04,0.239,level,Stage,m
44205,50.712042,-2.414359,370840.0,90350.0,0.649,0.053,0.397,0.083,0.437,level,Stage,m
L1359,53.691537,-1.517695,431946.0,421786.0,2.751,0.336,0.8,0.377,0.519,level,Stage,m
2900TH,51.431611,-0.5122479999999999,503520.0,171340.0,4.955,0.414,4.0,2.7,3.18,level,Stage,mASD
L0311,53.407069,-1.319287,445350.0,390245.0,2.302,0.063,1.25,0.077,0.16,level,Stage,m
4129,52.376154,-1.814434,412729.0,275363.0,1.725,0.177,0.545,0.187,0.562,level,Stage,mASD
4142,52.976338,-1.86056,409460.0,342120.0,2.829,0.209,0.79,0.255,1.513,level,Stage,mASD
023003,55.053183,-2.148665,390600.0,573200.0,5.072,0.256,3.35,0.361,1.633,level,Stage,m
E427,51.295161,0.507204,574900.0,158100.0,1.624,3.337,0.5,0.07,-0.008,level,Stage,mASD
43123,50.928396,-1.777288,415748.0,114351.0,1.9,0.491,1.35,0.597,1.489,level,Stage,m
713115,53.753787,-2.456994,369964.0,428701.0,1.317,0.002,1.0,0.05,0.209,level,Stage,m
4031,53.053456,-1.793028,413970.0,350710.0,2.806,0.021,0.524,0.095,0.681,level,Stage,mASD
L2809,54.133301,-0.795495,478800.0,471500.0,5.054,0.066,5.0,0.542,2.85,level,Stage,m
L3921,54.565925,-1.228058,450010.0,519242.0,2.33,0.086,2.8,0.12,0.096,level,Stage,m
3069TH,51.206896,-0.57032,499970.0,146270.0,3.994,1.82,3.2,2.11,2.447,level,Stage,mASD
E4341,51.184588,0.930529,604900.0,146900.0,1.803,0.01,1.0,0.106,0.57,level,Stage,mASD
4173,52.62825,-1.47564,435589.0,303518.0,1.788,0.17,1.25,0.235,0.507,level,Stage,mASD
4180_w1TH,51.419659,-0.18127,526560.0,170530.0,1.997,0.071,0.535,0.214,0.298,level,Stage,mASD
E13301,51.080218,-1.523543,433472.0,131319.0,0.8300000000000001,0.05,0.63,0.1,0.471,level,Stage,mASD
E81361,50.821081,-1.901646,407024.0,102398.0,1.53,0.0,0.594,0.019,0.462,level,Stage,m
2832,52.779686,-3.037866,330090.0,320740.0,1.754,0.073,1.26,0.105,1.576,level,Stage,mASD
4175,52.698639,-1.6109209999999998,426390.0,311290.0,2.353,0.082,1.48,0.118,0.296,level,Stage,mASD
E81356,50.81268,-1.8718,409128.0,101467.0,2.225,0.146,1.476,0.192,1.731,level,Stage,m
720248,53.862594,-2.790936,348080.0,441000.0,4.287,0.0,1.5,0.12,1.11,level,Stage,m
2039,52.32,-2.523849,364390.0,269230.0,4.199,-0.131,1.5,0.159,0.655,level,Stage,mASD
5263TH,51.809124,-0.023037,536390.0,214125.0,31.111,30.131,30.733,30.29,30.406,level,Stage,mASD
L0669,53.423952,-1.416682,438860.0,392066.0,2.706,-0.177,1.1,-0.018,0.351,level,Stage,m
