stationReference,lat,long,easting,northing,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow,latestReading,parameter,qualifier,unitName
E21270,52.160107,-0.6301800000000001,493800.0,252200.0,1.756,0.039,0.717,0.215,1.095,level,Stage,mASD
F1650,53.833276,-1.771688,415123.0,437472.0,2.808,0.132,0.398,0.162,0.432,level,Stage,m
L1783,53.836073,-1.616981,425303.0,437827.0,1.5,0.5680000000000001,0.859,0.5720000000000001,0.851,level,Stage,m
E21034,52.145596,-0.405558,509200.0,250900.0,0.913,0.123,0.264,0.192,0.208,level,Stage,mASD
E21604,52.884248,0.770921,586537.0,335462.0,0.346,0.044,0.21,0.059,0.081,level,Stage,m
L0851,53.513468,-1.36195,442408.0,402056.0,1.66,0.332,1.5,0.391,0.593,level,Stage,m
49123,50.458709,-4.604746,215210.0,65340.0,2.577,0.285,1.8,0.3,0.878,level,Stage,m
2716SO,50.848736,-0.939866,474728.0,106004.0,3.25,1.59,3.0,1.61,1.941,level,Stage,mAOD
L3493,53.76948,-0.599266,492421.0,431260.0,0.472,0.274,0.3,0.226,0.247,level,Stage,m
3075TH,51.287835,-0.505999,504280.0,155360.0,1.761,0.791,2.724,0.805,0.852,level,Stage,mASD
2881TH,51.549497,-0.4827039999999999,505302.0,184492.0,2.108,0.076,1.77,0.589,0.642,level,Stage,mASD
3319SE,50.926848,-1.438971,439526.0,114305.0,14.43,13.32,14.3,13.34,13.464,level,Stage,mAOD
E2734,52.616269,-0.582013,496100.0,303000.0,1.832,0.0,1.09,0.042,0.332,level,Stage,mASD
E21493,52.049192,-0.8523179999999999,478800.0,239600.0,3.27,2.028,2.362,2.07,6.72,level,Stage,mASD
692710,53.408784,-2.252674,383300.0,390250.0,3.316,0.15,1.8,0.27,0.741,level,Stage,m
L1221,53.722779,-1.989756,400773.0,425154.0,1.129,0.03,0.306,0.059,0.365,level,Stage,m
736406,54.190809,-3.082545,329461.0,477770.0,0.839,0.017,0.4,0.153,0.289,level,Stage,m
693421,53.251492,-2.120243,392074.0,372728.0,0.894,0.04,0.7000000000000001,0.11,0.277,level,Stage,m
L1815,53.731594,-1.147332,456349.0,426472.0,5.631,-0.023,5.5,0.262,0.646,level,Stage,m
1236TH,51.865237,-1.618104,426393.0,218587.0,0.524,0.079,0.2,0.079,0.176,level,Stage,mASD
1416TH,52.114915,-1.315184,446990.0,246510.0,2.732,0.867,2.192,1.044,1.29,level,Stage,mASD
E1652,52.810944,-0.623165,492900.0,324600.0,1.515,0.01,0.77,0.082,0.23,level,Stage,m
E22798,51.888352,0.603806,579284.0,224293.0,2.095,0.059,1.27,0.091,0.4,level,Stage,m
2188,51.926224,-2.197575,386510.0,225320.0,4.236,-0.04,1.3,0.071,0.911,level,Stage,mASD
2090,52.38548,-1.26252,450290.0,276640.0,3.773,-0.1,1.079,0.035,0.943,level,Stage,mASD
E14110,50.910816,-1.482204,436500.0,112500.0,2.883,-1.186,2.5,-1.1,0.368,level,Stage,mAOD
712153,53.84567,-2.22323,385410.0,438850.0,3.67,0.0,2.6,0.069,1.217,level,Stage,m
2207,52.440197,-1.475212,435770.0,282600.0,1.952,0.0,2.15,0.066,0.611,level,Stage,mASD
E23036,52.359187,1.182279,616787.0,278226.0,1.834,0.031,0.9,0.151,0.43,level,Stage,m
E23296,52.725484,0.990183,602021.0,318399.0,1.097,0.061,0.7000000000000001,0.06,0.259,level,Stage,m
2200,52.141002,-1.689543,421343.0,249236.0,3.517,0.647,1.6,0.67,1.654,level,Stage,mASD
F2515,54.227169,-0.788071,479106.0,481952.0,1.607,0.032,0.6000000000000001,0.065,0.252,level,Stage,m
4149,52.520949,-1.440825,438038.0,291600.0,1.999,0.173,1.72,0.348,0.833,level,Stage,mASD
4641TH,51.851486,-0.3761029999999999,511946.0,218235.0,1.978,1.055,1.6,1.072,1.181,level,Stage,mASD
L2452,53.964636,-1.111032,458419.0,452429.0,2.378,-0.127,3.55,0.002,1.074,level,Stage,m
724320,54.113463,-2.510184,366745.0,468743.0,2.902,0.222,2.25,0.347,0.833,level,Stage,m
E10023,51.061034,-0.335071,516770.0,130396.0,34.956,32.114,32.6,32.15,32.782,level,Stage,mAOD
E14331,50.819258,-1.451418,438740.0,102334.0,2.62,0.8,2.5,0.8200000000000001,0.496,level,Stage,mAOD
E1541,51.144544,0.1684679999999999,551780.0,140600.0,3.531,-0.003,2.5,0.147,1.573,level,Stage,mASD
E19023,52.085111,-0.267906,518779.0,244389.0,1.136,0.083,0.476,0.13,0.424,level,Stage,mASD
4069,52.631289,-1.697508,420570.0,303770.0,2.733,0.773,1.296,0.864,0.987,level,Stage,mASD
E1675,53.10346,0.23181,549510.0,358580.0,2.12,0.12,1.6,0.0,0.331,level,Stage,mASD
765005,54.749088,-3.05221,332369.0,539858.0,0.712,0.291,0.9,0.37,0.475,level,Stage,m
E2846,53.406624,-0.44906,503200.0,391100.0,2.229,0.0,0.97,0.041,0.269,level,Stage,mASD
700408,53.655882,-2.760429,349840.0,417980.0,2.994,0.179,1.3,0.226,0.575,level,Stage,m
2016,52.723597,-2.609812,358910.0,314170.0,1.612,0.119,1.0,0.208,0.972,level,Stage,mASD
E255,51.504439,-2.5877600000000003,359301.0,178554.0,0.186,0.0,0.5,0.005,0.061,level,Stage,m
E47050,52.243719,0.07758,541944.0,262649.0,2.386,0.749,0.931,0.777,1.015,level,Stage,mASD
F2603,54.301579,-0.423296,502700.0,490700.0,1.336,0.017,0.368,0.077,0.392,level,Stage,m
SE560,51.201686,0.3303359999999999,562900.0,147300.0,2.131,0.0,1.25,0.589,1.033,level,Stage,mASD
F0908,53.529564,-1.141573,457000.0,404000.0,6.308,0.0,3.6,0.208,1.713,level,Stage,m
2209,52.446651,-1.487391,434937.0,283312.0,1.727,0.001,3.04,0.109,0.589,level,Stage,mASD
E9531,51.148548,-2.945191,333983.0,139235.0,4.438,1.138,3.5,1.0,3.344,level,Stage,m
E9094,51.161484,-2.988087,331002.0,140713.0,4.071,0.42,3.5,1.0,2.741,level,Stage,m
E1727,53.113634,-0.600069,493800.0,358300.0,3.406,0.0,1.99,0.215,1.246,level,Stage,mASD
763308,54.914677,-2.803045,348618.0,558072.0,3.472,0.034,1.73,0.224,0.867,level,Stage,m
51111,51.159618,-3.320133,307780.0,140870.0,1.618,0.0,0.5,0.024,0.26,level,Stage,mASD
2265,52.664312,-2.90597,338825.0,307786.0,2.5,0.14,1.2,0.2,0.951,level,Stage,mASD
L35024,54.541649,-1.577191,427452.0,516349.0,0.43,0.125,1.0,0.134,0.226,level,Stage,m
2104,52.180399,-1.87505,408640.0,253580.0,3.222,0.043,0.488,0.12,0.297,level,Stage,mASD
53127,51.38438,-2.37652,373894.0,165105.0,5.411,1.729,3.806,3.4,3.772,level,Stage,mASD
730404,54.343531,-2.733522,352411.0,494470.0,2.688,0.1,1.2,0.18,0.979,level,Stage,m
E8340,51.021082,-0.073715,535200.0,126400.0,2.254,0.0,1.9,0.475,0.562,level,Stage,mASD
F0402,53.373245,-1.46412,435750.0,386400.0,3.26,0.048,1.1,0.12,0.436,level,Stage,m
E11090,50.831317,-0.857887,480529.0,104153.0,5.001,3.99,4.75,4.02,0.356,level,Stage,mASD
2044,52.879528,-2.553394,362854.0,331485.0,0.61,0.14,0.55,0.155,0.374,level,Stage,mASD
F3523,54.50509,-1.948998,403400.0,512200.0,2.79,0.03,1.5,0.073,0.893,level,Stage,m
2834,52.743972,-2.943914,336375.0,316680.0,5.4,0.2,3.4,0.22,3.757,level,Stage,mASD
713040,53.811176,-2.531031,365130.0,435120.0,6.015,-0.03,4.41,0.15,2.239,level,Stage,m
44149,50.749836,-2.903287,336371.0,94860.0,2.393,0.294,0.646,0.319,0.585,level,Stage,m
2056,52.401891,-2.892925,339346.0,278585.0,2.9,0.06,2.1,0.08,1.317,level,Stage,mASD
L0933,53.57617,-1.176242,454642.0,409158.0,2.958,0.115,2.5,0.211,0.501,level,Stage,m
2833,52.747481,-2.972523,334449.0,317096.0,6.2620000000000005,-0.51,3.4,0.924,4.31,level,Stage,mASD
43114,51.302514,-1.809882,413350.0,155950.0,1.035,0.12,0.6000000000000001,0.169,0.419,level,Stage,m
E79000,50.888601,-2.199858,386038.0,109921.0,0.448,0.002,0.42,0.02,0.325,level,Stage,m
4022,53.131855,-0.803653,480140.0,360080.0,3.953,0.614,3.3,0.798,1.483,level,Stage,mASD
L0422,53.355423,-1.458739,436123.0,384420.0,0.93,0.447,0.8,0.45,0.536,level,Stage,m
0184TH,51.61322,-1.87404,408818.0,190496.0,2.34,0.481,1.89,0.504,1.645,level,Stage,mASD
2537,52.343165,-2.852812,341998.0,272020.0,3.2,0.78,2.25,0.8260000000000001,2.071,level,Stage,mASD
L1607,53.838116,-1.828238,411400.0,438000.0,3.342,0.23,1.7000000000000002,0.278,1.642,level,Stage,m
531183,51.546208,-1.944367,403954.0,183037.0,2.39,0.086,1.11,0.149,1.406,level,Stage,m
L0351,53.313391,-1.348936,443474.0,379805.0,1.77,0.257,2.0,0.258,0.447,level,Stage,m
2552,52.377781,-2.481344,367330.0,275637.0,0.4,0.005,0.15,0.01,0.093,level,Stage,mASD
2849TH,51.645553,-0.436992,508243.0,195241.0,0.418,0.025,1.3,0.073,0.13,level,Stage,mASD
L1255,53.669391,-1.897351,406879.0,419219.0,0.81,0.142,0.466,0.178,0.385,level,Stage,m
L3213,53.732728,-0.4305319999999999,503632.0,427404.0,1.22,0.27,3.3,0.274,0.347,level,Stage,m
5425TH,51.739256,0.219552,553349.0,206837.0,4.059,-0.361,2.0,0.055,0.52,level,Stage,mAOD
E61901,52.135918,-0.996201,468800.0,249100.0,1.6,0.045,0.85,0.224,0.263,level,Stage,mASD
2549,51.767788,-2.179956,387678.0,207695.0,0.236,0.129,0.4,0.134,0.246,level,Stage,mASD
763404,54.942516,-2.73365,353099.0,561121.0,0.295,0.065,0.5,0.065,0.046,level,Stage,m
L0908,53.536068,-1.127394,457931.0,404735.0,7.628,7.402,7.75,7.493,7.508,level,Stage,mAOD
3028TH,51.101202,-0.8259559999999999,482300.0,134200.0,1.714,0.771,1.28,0.798,1.223,level,Stage,mASD
4386TH,51.431438,0.0270809999999999,541010.0,172220.0,0.754,0.009,0.96,0.035,0.107,level,Stage,mASD
750801,54.613035,-3.064196,331368.0,524731.0,3.006,0.845,2.6,0.9,1.742,level,Stage,m
2292BTH,51.434117,-1.048842,466215.0,170998.0,2.972,1.662,2.847,1.928,2.415,level,Stage,mASD
45218,50.8568,-3.058949,325560.0,106900.0,1.881,-0.066,0.8,0.005,0.426,level,Stage,m
53183,51.36697,-2.621881,356803.0,163285.0,1.197,0.118,0.45,0.089,0.315,level,Stage,m
47173,50.726814,-4.203103,244602.0,94226.0,1.863,0.029,0.876,0.067,0.438,level,Stage,m
E40411,53.213749,-0.3452119999999999,510600.0,369800.0,3.675,0.0,2.58,0.268,1.016,level,Stage,mASD
E71283,50.48107,-3.775926,274095.0,66091.0,1.187,0.546,1.0,0.562,0.898,level,Stage,m
E71983,50.392036,-3.712015,278401.0,56085.0,0.849,0.015,0.45,0.022,0.069,level,Stage,m
024016,54.646651,-1.672987,421200.0,528000.0,2.79,0.375,2.2,0.466,0.806,level,Stage,m
E71963,50.393411,-3.712712,278355.0,56239.0,0.633,0.218,0.5,0.23,0.556,level,Stage,m
E22678,51.971749,0.940326,602063.0,234448.0,2.034,0.022,1.3,0.205,0.988,level,Stage,m
E71943,51.041677,-3.547634,291596.0,128065.0,0.738,0.63,1.0,0.643,0.701,level,Stage,m
E84069,51.061055,-4.000241,259926.0,130984.0,0.887,0.196,0.7000000000000001,0.226,0.244,level,Stage,m
2810TH,51.718066,-0.2191229999999999,523120.0,203650.0,2.351,-0.171,1.5,0.046,0.477,level,Stage,mASD
E72003,50.287115,-3.775334,273622.0,44525.0,0.587,0.025,0.9,0.031,0.216,level,Stage,m
47136,50.440154,-4.298799,236860.0,62560.0,2.438,0.144,1.5,0.218,1.078,level,Stage,m
L1602,53.837637,-1.706351,419421.0,437973.0,3.797,0.094,2.4,0.16,1.384,level,Stage,m
E84089,50.849027,-3.398268,301661.0,106433.0,0.989,0.287,0.6000000000000001,0.301,0.408,level,Stage,m
735123,54.422024,-2.98839,335965.0,503406.0,4.5,0.312,1.754,0.447,1.979,level,Stage,m
L0511,53.40368,-1.495054,433668.0,389771.0,3.514,0.234,1.2,0.306,0.504,level,Stage,m
E81959,50.581483,-3.667814,282016.0,77078.0,1.192,0.36,1.15,0.369,0.541,level,Stage,m
E23115,52.167176,1.05147,608782.0,256492.0,1.506,0.118,0.81,0.07,0.375,level,Stage,m
E84049,50.630009,-3.328259,306152.0,81988.0,0.331,0.102,0.25,0.105,0.115,level,Stage,m
E81939,50.788575,-2.995254,329941.0,99251.0,2.071,0.083,0.4,0.109,0.17,level,Stage,m
53192,51.542061,-2.385953,373330.0,182645.0,2.237,0.34,2.1,0.367,1.263,level,Stage,m
E84009,50.698568,-3.2524,311646.0,89518.0,1.094,0.096,0.7000000000000001,0.113,0.174,level,Stage,m
E81979,50.746777,-3.39064,301984.0,95053.0,1.733,0.4,0.75,0.408,0.561,level,Stage,m
3839TH,51.562196,-0.27948,519359.0,186216.0,1.67,-0.003,2.22,0.066,0.156,level,Stage,mASD
L0508,53.514847,-1.590551,427248.0,402098.0,2.141,-0.02,0.9,-0.002,0.419,level,Stage,m
E84029,50.660231,-3.298296,308330.0,85311.0,0.435,0.076,0.3,0.099,0.152,level,Stage,m
0240120,54.776573,-1.57257,427592.0,542492.0,3.825,0.166,2.63,0.226,0.891,level,Stage,m
E71313,50.75649,-3.529203,292231.0,96326.0,4.559,2.956,4.28,2.977,4.033,level,Stage,m
750917,54.601275,-3.1492,325857.0,523509.0,4.028,0.067,2.0,0.173,1.543,level,Stage,m
2180,52.534933,-2.415835,371890.0,293090.0,5.264,0.316,3.6,0.521,2.793,level,Stage,mASD
2660,51.907359,-2.061419,395871.0,223205.0,0.32,0.0,0.05,0.0,0.01,level,Stage,mASD
724830,53.991127,-2.787513,348464.0,455298.0,1.092,0.025,0.5,0.04,0.229,level,Stage,m
2548,52.300223,-2.751592,348844.0,267167.0,0.201,0.125,0.19,0.13,0.152,level,Stage,mASD
2514,51.699985,-2.360238,375200.0,200200.0,2.651,0.54,0.87,0.578,1.077,level,Stage,mASD
760112,54.512818,-2.364477,376500.0,513120.0,3.197,0.11,1.385,0.14,0.808,level,Stage,m
L1831,53.71016,-1.264561,448640.0,424001.0,1.952,-0.104,0.212,0.022,0.017,level,Stage,m
E24317,52.21309,-0.281653,517500.0,258600.0,0.737,0.006,0.097,0.038,0.059,level,Stage,mASD
023026,54.971604,-2.249604,384119.0,564140.0,3.516,0.14,0.932,0.022,0.892,level,Stage,m
1090_w1TH,51.713499,-1.420988,440100.0,201800.0,0.986,0.092,0.44,0.131,0.452,level,Stage,mASD
023054,55.017771,-1.614378,424755.0,569317.0,2.203,0.2,1.46,0.284,0.515,level,Stage,m
E1776,53.269596,-0.474867,501810.0,375820.0,0.79,0.03,0.7000000000000001,0.058,0.257,level,Stage,m
E71333,50.812445,-3.429297,299398.0,102407.0,3.414,0.969,2.145,0.988,1.691,level,Stage,m
4082,52.571268,-1.201273,454230.0,297350.0,2.638,0.279,2.132,0.464,1.145,level,Stage,mASD
2270_w1TH,51.411884,-1.321048,447316.0,168315.0,2.1,1.256,2.044,1.29,1.395,level,Stage,mASD
4196,52.78322,-1.279553,448689.0,320871.0,2.186,0.475,1.7000000000000002,0.529,0.829,level,Stage,mASD
2301TH,51.473138,-0.917727,475265.0,175464.0,1.05,-0.1,0.257,0.068,0.22,level,Stage,mASD
L2603,54.295592,-0.449631,501001.0,489996.0,2.966,0.101,0.6980000000000001,0.208,0.697,level,Stage,m
2553,51.958229,-2.898779,338336.0,229243.0,0.149,0.134,0.5,0.134,0.329,level,Stage,mASD
L2009,53.907954,-1.694001,420200.0,445800.0,2.462,0.184,1.2,0.36,0.835,level,Stage,m
5357TH,51.626104,-0.060318,534361.0,193703.0,1.19,0.052,0.8,0.071,0.244,level,Stage,mASD
E65501,52.799742,-0.1325319999999999,526000.0,324100.0,2.58,0.0,1.452,0.954,1.407,level,Stage,mASD
L13512,53.704118,-1.566525,428713.0,423165.0,7.097,-0.007,1.638,0.075,0.967,level,Stage,m
2539,52.44527,-2.047146,396892.0,283036.0,0.8260000000000001,0.073,1.0,0.0,0.12,level,Stage,mASD
3061TH,51.121978,-0.510356,504350.0,136910.0,3.95,0.881,3.0,0.958,1.962,level,Stage,mASD
44219,50.796871,-2.656876,353801.0,99907.0,0.676,0.078,0.35,0.119,0.245,level,Stage,m
L2604,54.280218,-0.495398,498059.0,488221.0,3.924,-0.093,3.0,-0.003,1.104,level,Stage,m
2538,52.4452,-2.041438,397280.0,283028.0,1.13,0.073,1.0,0.0,0.189,level,Stage,mASD
024001,54.734468,-1.589972,426500.0,537800.0,3.714,0.168,2.2,0.25,0.897,level,Stage,m
4902,52.395726,-1.989426,400816.0,277524.0,1.282,0.013,1.5,0.029,0.056,level,Stage,mASD
2700TH,51.485795,-0.589124,498060.0,177260.0,5.724,-0.079,4.25,3.22,3.742,level,Stage,mASD
44121,50.761735,-2.688328,351548.0,96020.0,1.562,0.0,0.95,0.0,0.239,level,Stage,m
2261,51.868901,-2.196147,386591.0,218944.0,2.426,0.127,0.844,0.168,0.487,level,Stage,mASD
5339TH,51.671889,-0.019618,537040.0,198870.0,1.198,0.024,1.4,0.108,0.332,level,Stage,mASD
E603,51.222555,0.334684,563130.0,149630.0,2.452,0.03,1.55,0.173,0.561,level,Stage,mASD
2898,52.369692,-2.062663,395830.0,274630.0,0.729,0.0,0.273,0.085,0.154,level,Stage,mASD
E84109,50.647191,-3.419311,299749.0,84018.0,0.617,0.144,0.4,0.149,0.187,level,Stage,m
49174,50.68979,-4.692972,209882.0,91254.0,1.06,0.052,1.0,0.102,0.569,level,Stage,m
4259,53.023273,-1.680181,421549.0,347380.0,1.657,0.052,0.9,0.083,0.343,level,Stage,mASD
E84129,50.597398,-3.462702,296572.0,78541.0,1.553,0.488,1.4,0.499,0.593,level,Stage,m
720535,53.866048,-2.811986,346700.0,441400.0,9.969,4.603,8.8,6.0,7.007,level,Stage,m
4180,52.910637,-1.862124,409369.0,334811.0,1.741,0.011,1.8,0.066,0.62,level,Stage,mASD
2883TH,51.518153,-0.498245,504296.0,180984.0,1.31,0.137,1.06,0.224,0.711,level,Stage,mASD
E84149,50.38654,-3.521221,291950.0,55179.0,0.545,0.021,0.4,0.029,0.13,level,Stage,m
4183,53.070627,-2.041308,397329.0,352601.0,3.37,0.022,1.9,0.059,1.337,level,Stage,mASD
2862TH,51.635575,-0.443997,507782.0,194121.0,8.23,7.26,7.94,7.37,7.62,level,Stage,mASD
E84249,51.20735,-4.100105,253393.0,147446.0,0.618,0.398,0.7000000000000001,0.403,0.534,level,Stage,m
47121,50.431671,-4.083069,252151.0,61165.0,2.5460000000000003,0.064,1.95,0.164,1.078,level,Stage,m
F3509,54.695931,-2.376978,375800.0,533500.0,1.606,-0.03,0.8,0.045,0.376,level,Stage,m
4179,53.08361,-2.1565,389614.0,354056.0,1.238,0.298,1.24,0.334,0.543,level,Stage,mASD
53129,51.401613,-2.310449,378500.0,167000.0,4.255,0.12,2.5,0.6990000000000001,2.089,level,Stage,m
4008,52.95455,-1.833986,411250.0,339700.0,2.091,0.076,0.671,0.167,0.756,level,Stage,mASD
4148,52.854343,-1.601779,426912.0,328614.0,2.201,0.135,1.52,0.159,0.512,level,Stage,mASD
E1017,53.539188,0.00082,532690.0,406590.0,3.21,1.56,2.317,1.628,1.886,level,Stage,mAOD
50140,50.99542,-3.985089,260791.0,123657.0,5.003,0.04,2.8,0.181,1.351,level,Stage,m
L2478,54.064156,-1.018042,464366.0,463582.0,2.62,0.0,2.5,-0.005,0.93,level,Stage,m
693435,53.330096,-2.227133,384970.0,381490.0,1.897,0.083,2.3,0.148,0.48,level,Stage,m
4815,53.007835,-2.185525,387648.0,345631.0,2.357,0.0,1.0,0.03,0.249,level,Stage,mASD
2805TH,51.58453,-0.439448,508218.0,188451.0,1.049,0.023,0.8200000000000001,0.023,0.321,level,Stage,mASD
700390,53.597169,-2.548756,363779.0,411319.0,1.47,0.214,0.7000000000000001,0.25,0.338,level,Stage,m
E9920,50.956335,-0.513508,504501.0,118486.0,4.783,0.0,3.713,0.669,3.027,level,Stage,mASD
F2306,54.388672,-1.653481,422600.0,499300.0,3.547,0.211,2.5,0.301,1.364,level,Stage,m
4167,52.726224,-1.468529,435990.0,314420.0,2.1,0.144,1.2,0.173,0.282,level,Stage,mASD
2885BTH,51.501136,-0.483936,505328.0,179112.0,0.6890000000000001,0.034,0.469,0.093,0.183,level,Stage,m
49153,50.468455,-4.713137,207557.0,66699.0,1.288,-0.026,0.686,0.018,0.079,level,Stage,m
710151,54.084353,-2.280457,381750.0,465420.0,1.565,0.01,1.4,0.105,0.712,level,Stage,m
736420,54.197709,-3.098668,328421.0,478554.0,1.709,0.0,1.45,0.0,0.118,level,Stage,m
4249,52.790235,-2.119721,392023.0,321415.0,0.894,0.051,0.6000000000000001,0.061,0.103,level,Stage,mASD
L1034,53.575727,-1.755754,416270.0,408821.0,1.702,0.309,0.95,0.155,0.61,level,Stage,m
L0935,53.599988,-1.294189,446806.0,411724.0,1.87,0.023,0.85,0.089,0.209,level,Stage,m
53140,51.536448,-2.004702,399770.0,181950.0,2.121,0.31,1.4,0.086,0.913,level,Stage,m
4147,52.839223,-1.665782,422610.0,326910.0,1.997,0.289,1.0,0.303,0.365,level,Stage,mASD
L0550,53.48612,-1.609484,426010.0,398895.0,2.32,0.203,1.8,0.0,0.269,level,Stage,m
43116,51.141596,-2.204737,385773.0,138057.0,0.927,0.05,0.47,0.122,0.375,level,Stage,m
46165,50.482427,-3.783081,273591.0,66254.0,1.75,0.406,1.35,0.4,0.898,level,Stage,m
F2517,54.246377,-0.778392,479700.0,484100.0,1.98,-0.071,0.65,0.02,0.343,level,Stage,m
L1751,53.751596,-1.422058,438207.0,428515.0,2.271,-0.018,0.461,-0.003,0.28,level,Stage,m
E82484,50.107091,-5.551054,146189.0,29041.0,0.664,0.138,0.5,0.15,0.408,level,Stage,m
4024,52.706226,-1.091508,461480.0,312450.0,3.834,1.298,2.773,1.427,1.811,level,Stage,mASD
F0513,53.401832,-1.547627,430174.0,389542.0,1.102,0.039,0.56,0.061,1.895,level,Stage,m
45182,50.918719,-3.35971,304518.0,114132.0,1.875,0.157,0.8,0.175,0.616,level,Stage,m
L15401,53.898633,-2.149277,390288.0,444730.0,1.459,0.022,0.342,0.092,0.334,level,Stage,m
46116,50.521452,-3.756985,275545.0,70549.0,1.133,0.0,0.8300000000000001,0.023,0.568,level,Stage,mASD
751613,54.640395,-3.3481300000000003,313090.0,528090.0,3.121,0.3,1.25,0.35,1.012,level,Stage,m
L1539,53.973351,-2.011314,399355.0,453033.0,5.592,0.178,0.898,0.218,1.874,level,Stage,m
F2322,54.323263,-1.461847,435100.0,492100.0,2.5460000000000003,0.11,0.8300000000000001,0.15,0.541,level,Stage,m
L1536,53.961414,-2.02076,398735.0,451705.0,1.935,0.034,1.4,0.093,0.688,level,Stage,m
023066,54.940584,-1.912769,405686.0,560663.0,0.5710000000000001,0.323,0.9,0.326,0.421,level,Stage,m
E4483,52.89634,-0.340975,511700.0,334500.0,1.763,-0.75,1.1,0.081,0.208,level,Stage,mASD
L2837,53.933016,-0.7748729999999999,480533.0,449240.0,0.731,-0.003,0.4,0.017,-0.036,level,Stage,m
F1530,53.947347,-2.025888,398398.0,450140.0,3.184,0.023,0.75,0.066,2.074,level,Stage,m
3101SE,51.088829,-1.2729,451020.0,132420.0,1.455,0.0,1.1,0.511,0.742,level,Stage,mASD
L1538A,53.966232,-1.987442,400921.0,452241.0,8.31,0.214,0.838,0.266,1.636,level,Stage,m
L3238,53.781894,-0.4206689999999999,504161.0,432888.0,0.193,0.031,0.25,0.037,0.109,level,Stage,m
F1240,53.666557,-1.948497,403500.0,418900.0,1.262,0.092,0.8,0.08,0.359,level,Stage,m
46839,52.683384,-1.230147,452140.0,309800.0,2.482,0.934,1.4,0.95,0.953,level,Stage,mASD
L12062,53.716039,-2.079095,394877.0,424407.0,3.976,-0.042,0.755,0.025,0.886,level,Stage,m
2210TH,51.416287,-1.732479,418700.0,168620.0,1.003,0.011,0.63,0.041,0.272,level,Stage,mASD
1113SO,51.099225,1.00828,610721.0,137629.0,1.3,0.18,0.85,0.224,0.583,level,Stage,mASD
L1215,53.735369,-1.893901,407096.0,426560.0,1.553,-0.091,0.5,0.015,0.232,level,Stage,m
713204,53.683788,-2.454585,370073.0,420912.0,1.064,0.13,1.2,0.1,0.536,level,Stage,m
3087TH,51.294424,-0.57291,499600.0,156000.0,2.22,0.22,1.5,0.298,0.869,level,Stage,mASD
3625TH,51.547719,-0.420185,509641.0,184386.0,2.013,-0.004,2.3,0.078,0.622,level,Stage,mASD
L1303,53.709969,-1.464095,435470.0,423862.0,5.214,0.37,1.652,0.522,2.341,level,Stage,m
L1141,53.643033,-1.83021,411322.0,416295.0,0.616,-0.024,0.5,-0.014,0.05,level,Stage,m
3209TH,51.130927,-0.213274,525116.0,138368.0,2.547,0.61,2.977,0.625,0.968,level,Stage,mASD
2083,52.457997,-2.140347,390560.0,284460.0,2.262,0.068,1.1,0.106,0.294,level,Stage,mASD
L1132,53.665909,-1.780614,414593.0,418849.0,1.145,-0.014,0.9,0.026,0.28,level,Stage,m
765600,54.892374,-2.963486,338299.0,555720.0,0.539,0.051,1.2,0.04,0.086,level,Stage,m
F2508,54.287705,-1.141251,456000.0,488350.0,3.53,0.052,0.401,0.075,0.241,level,Stage,m
E10943,50.797459,-0.667903,493976.0,100612.0,1.14,-0.5730000000000001,1.25,-0.55,0.682,level,Stage,mAOD
3820TH,51.577539,-0.217549,523610.0,188025.0,1.379,0.056,1.135,0.075,0.243,level,Stage,mASD
E46059,52.192763,0.8893669999999999,597585.0,258883.0,1.612,0.01,0.3,0.0,0.312,level,Stage,mASD
2425,51.832287,-2.270144,381481.0,214888.0,2.482,-0.157,1.5,-0.001,0.706,level,Stage,mASD
E9510,50.803264,-0.452563,509138.0,101553.0,2.91,0.43,3.2,0.45,-3.297,level,Stage,mASD
3850TH,51.551558,-0.267837,520194.0,185052.0,2.564,0.018,1.8,0.049,0.184,level,Stage,mASD
E6600,50.990993,0.3904189999999999,567858.0,124008.0,2.49,-0.095,1.93,0.024,0.344,level,Stage,mASD
2636,52.50955,-2.429504,370946.0,290272.0,1.4,0.0,0.8,0.2,0.215,level,Stage,mASD
E10924,50.831182,-0.638259,495996.0,104400.0,3.33,1.59,3.2,1.7000000000000002,1.963,level,Stage,mAOD
0503SO,51.132785,0.453941,571790.0,139920.0,3.4,0.02,1.78,0.082,0.746,level,Stage,mASD
4174,52.619792,-1.146475,457880.0,302790.0,0.5680000000000001,0.05,0.47,0.173,0.234,level,Stage,mASD
4099,53.392687,-0.776833,481438.0,389126.0,5.675,0.344,5.0,1.29,3.414,level,Stage,mASD
E9941,51.069575,-0.509483,504529.0,131084.0,19.28,16.3,18.95,16.32,-1.098,level,Stage,mASD
45122,51.023183,-3.519869,293500.0,125968.0,2.24,0.0,1.4,0.12,0.857,level,Stage,m
E11100,50.837894,-0.768879,486785.0,104985.0,14.07,12.44,14.2,12.55,13.524,level,Stage,mAOD
L0681,53.406175,-1.435939,437596.0,390078.0,2.864,-0.126,1.85,-0.018,0.029,level,Stage,m
L1103,53.662709,-1.748745,416700.0,418500.0,3.293,0.11,1.55,0.15,0.557,level,Stage,m
L0812,53.571667,-1.657895,422752.0,408396.0,1.093,0.162,1.1,0.186,0.455,level,Stage,m
