stationReference,stationName,latitude,longitude,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow,dryvalue,dryvaluemax,dryvaluemin,wetvalue,wetvaluemax,wetvaluemin,qualifier,parameter
E5080,Crabble Mill,51.140192,1.287219,0.585,0.041,0.5,0.094,0.16347916666666676,0.168,0.159,0.24,0.24,0.24,['Stage'],['levelASD']
E5320,Toynton Fenside,53.144479,0.086945,2.75,0.0,2.07,0.129,0.7520625,0.77,0.735,0.543,0.543,0.543,['Stage'],['levelASD']
E560,Hartlake Bridge,51.201686,0.330336,,,,,0.7229791666666663,0.776,0.683,0.711,0.711,0.711,['Stage'],['levelASD']
E581,Allington Marina,51.291026,0.511282,1.084,0.0,0.5,0.093,0.11454166666666667,0.178,0.056,0.16,0.16,0.16,['Stage'],['levelASD']
E5852,Udiam,50.991816,0.524378,3.358,0.029,2.3,0.07,0.23314583333333336,0.239,0.228,0.196,0.196,0.196,['Stage'],['levelASD']
E60101,Cambridge Baits Bite,52.236542,0.176925,0.75,0.009,0.294,0.218,0.25128125000000007,0.264,0.236,0.241,0.241,0.241,['Stage'],['levelASD']
E60201,Barton Mills Sluice,52.335121,0.531859,0.738,0.069,0.279,0.21,0.21149999999999994,0.218,0.204,0.244,0.244,0.244,['Stage'],['levelASD']
E603,Hadlow,51.222555,0.334684,2.452,0.03,1.55,0.173,0.2955625,0.297,0.295,0.315,0.315,0.315,['Stage'],['levelASD']
E60501,Cambridge Jesus Lock,52.212835,0.120872,1.28,0.02,0.74,0.637,0.6818645833333332,0.686,0.673,0.709,0.709,0.709,['Stage'],['levelASD']
E60701,Stony Stratford,52.053714,-0.855119,1.16,0.18,0.304,0.151,0.15476041666666673,0.159,0.152,0.133,0.133,0.133,['Stage'],['levelASD']
E60901,Thornborough,52.011485,-0.9309,1.241,0.148,0.624,0.318,0.3844270833333335,0.388,0.379,0.424,0.424,0.424,['Stage'],['levelASD']
E61101,St Neots,52.242947,-0.263656,1.845,0.325,1.1,0.8240000000000001,0.8574791666666665,0.892,0.836,0.88,0.88,0.88,['Stage'],['levelASD']
E61201,Brampton Sluice,52.319854,-0.205625,0.952,0.009,0.301,0.075,0.12893749999999998,0.149,0.107,0.15,0.15,0.15,['Stage'],['levelASD']
E6140,Hundred House Bridge,50.950221,0.630976,1.881,0.0,0.457,0.0,0.2030416666666668,0.206,0.199,0.166,0.166,0.166,['Stage'],['levelASD']
E61901,Towcester,52.135918,-0.996201,1.6,0.045,0.85,0.224,-0.1419062500000001,-0.14,-0.144,0.141,0.141,0.141,['Stage'],['levelASD']
E6380,SCOTS FLOAT SLUICE RL,50.989632,0.75505,,,,,1.0185208333333338,4.045,-0.774,6.361,6.361,6.361,['Stage'],['levelASD']
E6381,SCOTS FLOAT SLUICE RL,50.989632,0.75505,,,,,0.8266249999999996,0.983,0.581,1.312,1.312,1.312,['Stage'],['levelASD']
E642,Teston,51.250834,0.447181,3.898,-0.059,2.5,0.259,0.45975000000000027,0.536,0.417,0.443,0.443,0.443,['Stage'],['levelASD']
E651,Colliers Land Bridge,51.150722,0.174763,4.535,0.0,2.85,0.249,0.350875,0.374,0.342,0.268,0.268,0.268,['Stage'],['levelASD']
E6520,Winchelsea Strand Bridge,50.923434,0.72054,3.732,-0.083,3.5,0.188,1.2570937500000006,1.328,1.157,1.328,1.328,1.328,['Stage'],['levelASD']
E65501,Marsh Road Sluice,52.799742,-0.132532,2.58,0.0,1.452,0.954,1.4008958333333335,1.424,1.368,1.377,1.377,1.377,['Stage'],['levelASD']
E6600,Burwash,50.990993,0.390419,2.49,-0.095,1.93,0.024,0.12206249999999991,0.123,0.122,0.117,0.117,0.117,['Stage'],['levelASD']
E6621,CROWHURST WEIR,51.01189,0.398508,,,,,0.21420833333333314,0.223,0.208,0.14,0.14,0.14,['Stage'],['levelASD']
E6642,Browns Bridge,50.981447,0.468833,1.66,0.0,1.4,0.062,0.04999999999999998,0.056,0.041,0.055,0.055,0.055,['Stage'],['levelASD']
E670,East Farleigh Gate Upstream,51.254622,0.485076,4.022,0.0,1.71,1.155,1.3007604166666662,1.38,1.223,1.284,1.284,1.284,['Stage'],['levelASD']
E7061,HAMMERWOOD BRIDGE GS,50.90222,0.393649,,,,,0.22926041666666666,0.233,0.226,,,,[],[]
E7071,HENLEY BRIDGE GS,50.899199,0.375972,,,,,0.11546875000000013,0.118,0.115,,,,[],[]
E7083,COOMBE BRIDGE GS,50.896388,0.412165,,,,,0.12797916666666675,0.128,0.127,,,,[],[]
E7091,TILLEY BRIDGE GS,50.89145,0.361642,,,,,0.4527812499999997,0.464,0.442,,,,[],[]
E714,Hendal Bridge,51.108316,0.172486,2.352,0.024,1.25,0.127,0.24611458333333322,0.251,0.242,0.194,0.194,0.194,['Stage'],['levelASD']
E7842,Cowbeech,50.912658,0.290758,1.84,0.0,0.269,0.028,0.07648958333333326,0.078,0.074,0.029,0.029,0.029,['Stage'],['levelASD']
E8001,Leabridge,50.895273,0.24023,2.5700000000000003,0.0,0.438,0.08,0.1488125000000001,0.152,0.145,0.145,0.145,0.145,['Stage'],['levelASD']
E8190,Buxted,50.989456,0.127659,2.998,-0.072,2.208,0.0,0.24161458333333338,0.245,0.237,0.2,0.2,0.2,['Stage'],['levelASD']
E8210,Freshfield Bridge,51.002867,-0.027718,2.625,0.0,2.0,0.01,0.040458333333333346,0.046,0.035,0.027,0.027,0.027,['Stage'],['levelASD']
E8221,Goldbridge,50.975187,0.034071,2.696,0.021,1.75,0.242,0.35254166666666675,0.363,0.346,0.319,0.319,0.319,['Stage'],['levelASD']
E8241,ARDINGLY SHELLBROOK GS,51.041711,-0.097823,,,,,0.11469791666666657,0.116,0.113,0.138,0.138,0.138,['Stage'],['levelASD']
E8266,Ardingly,51.038451,-0.100268,1.893,0.3,1.053,0.061,0.12728124999999996,0.131,0.125,0.104,0.104,0.104,['Stage'],['levelASD']
E8293,Isfield weir,50.951995,0.074349,2.902,-0.027,1.5,0.052,0.3255909722222227,0.329,0.322,0.229,0.229,0.229,['Stage'],['levelASD']
E8340,Lindfield Bridge,51.021082,-0.073715,2.254,0.0,1.9,0.475,1.3372916666666654,1.347,1.331,1.383,1.383,1.383,['Stage'],['levelASD']
E8350,Scrasebridge,51.006255,-0.079888,2.002,0.0,1.44,0.032,0.13882291666666677,0.141,0.137,0.071,0.071,0.071,['Stage'],['levelASD']
E8360,Uckfield Mill upstream,50.968752,0.097884,1.49,0.0,1.3,0.3,0.35525,0.371,0.342,0.316,0.316,0.316,['Stage'],['levelASD']
E8560,BUILDER CENTRE GRILL,51.007923,-0.096141,,,,,0.16803124999999966,0.169,0.168,0.168,0.168,0.168,['Stage'],['levelASD']
E861,Bartley Mill,51.097082,0.330342,2.318,0.039,1.2,0.121,0.26453124999999983,0.269,0.26,0.241,0.241,0.241,['Stage'],['levelASD']
E8654,Barcombe Gates,50.91492,0.038854,6.6,5.02,5.7,5.25,-5.024718750000006,-5.017,-5.028,-5.062,-5.062,-5.062,['Stage'],['levelASD']
E9130,Sakeham Weir,50.957409,-0.265959,2.904,0.053,1.35,0.162,0.38971874999999984,0.42,0.362,0.356,0.356,0.356,['Stage'],['levelASD']
E9140,Beeding Bridge,50.882836,-0.306828,3.35,0.0,2.84,0.353,1.1854687500000003,2.374,0.801,0.8,0.8,0.8,['Stage'],['levelASD']
E921,Park Farm,51.275499,0.095139,1.055,0.003,0.89,0.047,0.10516666666666662,0.109,0.102,0.153,0.153,0.153,['Stage'],['levelASD']
E9510,Ferring Outfall,50.803264,-0.452563,2.91,0.43,3.2,0.45,-3.3315833333333327,-3.309,-3.352,-3.342,-3.342,-3.342,['Stage'],['levelASD']
E9883,Alfoldean,51.086792,-0.406225,2.914,0.058,1.494,0.094,0.22960416666666664,0.25,0.216,0.157,0.157,0.157,['Stage'],['levelASD']
E9890,Drungewick,51.067869,-0.488686,16.6,13.14,15.4,13.35,-17.791177083333334,-17.781,-17.811,-17.857,-17.857,-17.857,['Stage'],['levelASD']
E9920,Pulborough Swan Bridge,50.956335,-0.513508,4.783,0.0,3.713,0.669,1.930604166666666,2.077,1.814,1.165,1.165,1.165,['Stage'],['levelASD']
E9941,Brewhurst Mill,51.069575,-0.509483,19.28,16.3,18.95,16.32,-1.275458333333334,-1.26,-1.292,-1.282,-1.282,-1.282,['Stage'],['levelASD']
L2312,Park Bridge,54.408693,-2.177133,3.492,-0.1,2.5,0.0,0.24912500000000012,0.27,0.227,0.364,0.364,0.364,['Stage'],['levelASD']
L3211,Hessle,53.719075,-0.434087,3.854,0.419,3.0,0.6890000000000001,1.2148229166666666,1.637,0.969,0.909,0.909,0.909,['Stage'],['levelASD']
PCHURCH_TG_342,Peterchurch,52.041372,-2.955501,2.357,0.079,1.2,0.193,0.3148854166666664,0.317,0.312,0.318,0.318,0.318,['Stage'],['levelASD']
SE730,LENSIDE GS,51.272544,0.525902,,,,,0.1876770833333331,0.19,0.186,,,,[],[]
