stationReference,latestReading,parameter,qualifier,unitName
E14440,0.0,rainfall,Tipping Bucket Raingauge,mm
52105,0.0,rainfall,Tipping Bucket Raingauge,mm
571894,0.4,rainfall,Tipping Bucket Raingauge,mm
E22400,0.0,rainfall,Tipping Bucket Raingauge,mm
49172,0.0,rainfall,Tipping Bucket Raingauge,mm
579167,0.0,rainfall,Tipping Bucket Raingauge,mm
E23392,0.0,rainfall,Tipping Bucket Raingauge,mm
E1700,0.0,rainfall,Tipping Bucket Raingauge,mm
1795,,rainfall,Tipping Bucket Raingauge,mm
1769,0.0,rainfall,Tipping Bucket Raingauge,mm
585512,0.0,rainfall,Tipping Bucket Raingauge,mm
603315,0.0,rainfall,Tipping Bucket Raingauge,mm
600735,0.0,rainfall,Tipping Bucket Raingauge,mm
E23657,,rainfall,Tipping Bucket Raingauge,mm
44213,0.0,rainfall,Tipping Bucket Raingauge,mm
276651TP,0.0,rainfall,Tipping Bucket Raingauge,mm
575935,,rainfall,Tipping Bucket Raingauge,---
582837,0.2,rainfall,Tipping Bucket Raingauge,mm
E23205,0.0,rainfall,Tipping Bucket Raingauge,mm
562417,0.0,rainfall,Tipping Bucket Raingauge,mm
073422,0.2,rainfall,Tipping Bucket Raingauge,mm
E23487,0.0,rainfall,Tipping Bucket Raingauge,mm
047439,0.2,rainfall,Tipping Bucket Raingauge,mm
3110,0.0,rainfall,Tipping Bucket Raingauge,mm
1332,0.0,rainfall,Tipping Bucket Raingauge,mm
E24865,0.0,rainfall,Tipping Bucket Raingauge,mm
E7270,0.0,rainfall,Tipping Bucket Raingauge,mm
3346,0.0,rainfall,Tipping Bucket Raingauge,mm
E3281,0.0,rainfall,Tipping Bucket Raingauge,mm
1141,0.0,rainfall,Tipping Bucket Raingauge,mm
573674,0.2,rainfall,Tipping Bucket Raingauge,mm
E19017,0.0,rainfall,Tipping Bucket Raingauge,mm
240662TP,0.0,rainfall,Tipping Bucket Raingauge,mm
558491,0.0,rainfall,Tipping Bucket Raingauge,mm
059793,0.0,rainfall,Tipping Bucket Raingauge,mm
013553,0.0,rainfall,Tipping Bucket Raingauge,mm
50108,,rainfall,Tipping Bucket Raingauge,mm
E14920,0.0,rainfall,Tipping Bucket Raingauge,mm
038476,0.0,rainfall,Tipping Bucket Raingauge,mm
E11461,0.0,rainfall,Tipping Bucket Raingauge,mm
E24727,0.0,rainfall,Tipping Bucket Raingauge,mm
576925,0.0,rainfall,Tipping Bucket Raingauge,mm
300001TP,0.0,rainfall,Tipping Bucket Raingauge,mm
53107,0.0,rainfall,Tipping Bucket Raingauge,mm
1409,0.0,rainfall,Tipping Bucket Raingauge,mm
E8500,0.0,rainfall,Tipping Bucket Raingauge,mm
283596TP,0.0,rainfall,Tipping Bucket Raingauge,mm
241243TP,0.0,rainfall,Tipping Bucket Raingauge,mm
47102,0.0,rainfall,Tipping Bucket Raingauge,mm
49162,0.0,rainfall,Tipping Bucket Raingauge,mm
076204,0.0,rainfall,Tipping Bucket Raingauge,mm
53102,0.0,rainfall,Tipping Bucket Raingauge,mm
E7120,,rainfall,Tipping Bucket Raingauge,mm
E4080,0.0,rainfall,Tipping Bucket Raingauge,mm
287451TP,0.0,rainfall,Tipping Bucket Raingauge,mm
E12160,0.0,rainfall,Tipping Bucket Raingauge,mm
53106,0.2,rainfall,Tipping Bucket Raingauge,mm
52225,0.0,rainfall,Tipping Bucket Raingauge,mm
265038TP,0.0,rainfall,Tipping Bucket Raingauge,mm
598147,0.2,rainfall,Tipping Bucket Raingauge,mm
417417TP,0.0,rainfall,Tipping Bucket Raingauge,mm
45231,0.0,rainfall,Tipping Bucket Raingauge,mm
247540TP,0.0,rainfall,Tipping Bucket Raingauge,mm
074385,0.0,rainfall,Tipping Bucket Raingauge,mm
035305,0.0,rainfall,Tipping Bucket Raingauge,mm
1774,0.0,rainfall,Tipping Bucket Raingauge,mm
E9720,0.0,rainfall,Tipping Bucket Raingauge,mm
1548,0.0,rainfall,Tipping Bucket Raingauge,mm
49108,0.0,rainfall,Tipping Bucket Raingauge,mm
44214,0.0,rainfall,Tipping Bucket Raingauge,mm
559969,0.0,rainfall,Tipping Bucket Raingauge,mm
570788,0.0,rainfall,Tipping Bucket Raingauge,mm
E14940,0.0,rainfall,Tipping Bucket Raingauge,mm
E22735,,rainfall,Tipping Bucket Raingauge,mm
E22322,0.0,rainfall,Tipping Bucket Raingauge,mm
604040,0.0,rainfall,Tipping Bucket Raingauge,mm
E1300,0.0,rainfall,Tipping Bucket Raingauge,mm
E1908,0.0,rainfall,Tipping Bucket Raingauge,mm
1552,0.0,rainfall,Tipping Bucket Raingauge,mm
3380,0.0,rainfall,Tipping Bucket Raingauge,mm
E5728,0.0,rainfall,Tipping Bucket Raingauge,mm
E2578,0.0,rainfall,Tipping Bucket Raingauge,mm
E4090,0.0,rainfall,Tipping Bucket Raingauge,mm
068762,0.0,rainfall,Tipping Bucket Raingauge,mm
E24767,0.0,rainfall,Tipping Bucket Raingauge,mm
53108,0.0,rainfall,Tipping Bucket Raingauge,mm
240470TP,0.0,rainfall,Tipping Bucket Raingauge,mm
243679TP,0.0,rainfall,Tipping Bucket Raingauge,mm
238097TP,,rainfall,Tipping Bucket Raingauge,mm
E13590,0.0,rainfall,Tipping Bucket Raingauge,mm
287141TP,0.0,rainfall,Tipping Bucket Raingauge,mm
039163,0.0,rainfall,Tipping Bucket Raingauge,mm
E22218,0.0,rainfall,Tipping Bucket Raingauge,mm
E7160,0.0,rainfall,Tipping Bucket Raingauge,mm
E10140,0.0,rainfall,Tipping Bucket Raingauge,mm
593321,,rainfall,Tipping Bucket Raingauge,mm
034459,0.0,rainfall,Tipping Bucket Raingauge,mm
45115,0.0,rainfall,Tipping Bucket Raingauge,mm
E2450,,rainfall,Tipping Bucket Raingauge,mm
1087,0.0,rainfall,Tipping Bucket Raingauge,mm
E42135,0.0,rainfall,Tipping Bucket Raingauge,mm
290007TP,0.0,rainfall,Tipping Bucket Raingauge,mm
605936,0.0,rainfall,Tipping Bucket Raingauge,mm
45166,0.0,rainfall,Tipping Bucket Raingauge,mm
3641,0.0,rainfall,Tipping Bucket Raingauge,mm
3349,0.0,rainfall,Tipping Bucket Raingauge,mm
3861,0.0,rainfall,Tipping Bucket Raingauge,mm
45113,0.0,rainfall,Tipping Bucket Raingauge,mm
E24737,0.0,rainfall,Tipping Bucket Raingauge,mm
52227,0.0,rainfall,Tipping Bucket Raingauge,mm
3781,0.0,rainfall,Tipping Bucket Raingauge,mm
247344TP,0.0,rainfall,Tipping Bucket Raingauge,mm
E13580,0.0,rainfall,Tipping Bucket Raingauge,mm
574718,0.2,rainfall,Tipping Bucket Raingauge,mm
43203,0.0,rainfall,Tipping Bucket Raingauge,mm
562992,,rainfall,Tipping Bucket Raingauge,mm
289102TP,0.0,rainfall,Tipping Bucket Raingauge,mm
E1691,0.0,rainfall,Tipping Bucket Raingauge,mm
032822,0.0,rainfall,Tipping Bucket Raingauge,mm
613467,0.0,rainfall,Tipping Bucket Raingauge,mm
E1645,0.0,rainfall,Tipping Bucket Raingauge,mm
E7130,0.0,rainfall,Tipping Bucket Raingauge,mm
3603,0.0,rainfall,Tipping Bucket Raingauge,mm
51102,0.0,rainfall,Tipping Bucket Raingauge,mm
E7180,0.0,rainfall,Tipping Bucket Raingauge,mm
E7170,0.0,rainfall,Tipping Bucket Raingauge,mm
E2476,0.0,rainfall,Tipping Bucket Raingauge,mm
245176TP,0.0,rainfall,Tipping Bucket Raingauge,mm
577271,0.0,rainfall,Tipping Bucket Raingauge,mm
3773,0.0,rainfall,Tipping Bucket Raingauge,mm
1794,0.0,rainfall,Tipping Bucket Raingauge,mm
290200TP,0.0,rainfall,Tipping Bucket Raingauge,mm
600986,0.4,rainfall,Tipping Bucket Raingauge,mm
005588,0.0,rainfall,Tipping Bucket Raingauge,mm
560631,0.0,rainfall,Tipping Bucket Raingauge,mm
E8510,0.0,rainfall,Tipping Bucket Raingauge,mm
E13560,0.0,rainfall,Tipping Bucket Raingauge,mm
45157,,rainfall,Tipping Bucket Raingauge,mm
285630TP,0.0,rainfall,Tipping Bucket Raingauge,mm
E7070,0.0,rainfall,Tipping Bucket Raingauge,mm
037239,0.0,rainfall,Tipping Bucket Raingauge,mm
E6770,0.0,rainfall,Tipping Bucket Raingauge,mm
007533,,rainfall,Tipping Bucket Raingauge,mm
082509,0.0,rainfall,Tipping Bucket Raingauge,mm
924203,0.0,rainfall,Tipping Bucket Raingauge,mm
3441,0.0,rainfall,Tipping Bucket Raingauge,mm
E10370,0.0,rainfall,Tipping Bucket Raingauge,mm
E10360,0.0,rainfall,Tipping Bucket Raingauge,mm
004942,0.0,rainfall,Tipping Bucket Raingauge,mm
584098,,rainfall,Tipping Bucket Raingauge,mm
48105,0.0,rainfall,Tipping Bucket Raingauge,mm
084532,0.0,rainfall,Tipping Bucket Raingauge,mm
48155,0.0,rainfall,Tipping Bucket Raingauge,mm
E14880,,rainfall,Tipping Bucket Raingauge,mm
43205,0.0,rainfall,Tipping Bucket Raingauge,mm
561613,0.0,rainfall,Tipping Bucket Raingauge,mm
243131TP,0.0,rainfall,Tipping Bucket Raingauge,mm
576578,0.0,rainfall,Tipping Bucket Raingauge,mm
E2316,0.0,rainfall,Tipping Bucket Raingauge,mm
E5729,0.0,rainfall,Tipping Bucket Raingauge,mm
080282,0.0,rainfall,Tipping Bucket Raingauge,mm
3629,,rainfall,Tipping Bucket Raingauge,mm
E6760,0.2,rainfall,Tipping Bucket Raingauge,mm
E44081,0.0,rainfall,Tipping Bucket Raingauge,mm
E901,0.0,rainfall,Tipping Bucket Raingauge,mm
054507,0.0,rainfall,Tipping Bucket Raingauge,mm
021228,0.2,rainfall,Tipping Bucket Raingauge,mm
022994,0.0,rainfall,Tipping Bucket Raingauge,mm
52103,0.0,rainfall,Tipping Bucket Raingauge,mm
E22244,0.0,rainfall,Tipping Bucket Raingauge,mm
E24920,0.0,rainfall,Tipping Bucket Raingauge,mm
1603,0.0,rainfall,Tipping Bucket Raingauge,mm
573342,0.6,rainfall,Tipping Bucket Raingauge,mm
1819,0.0,rainfall,Tipping Bucket Raingauge,mm
46101,,rainfall,Tipping Bucket Raingauge,mm
48171,0.0,rainfall,Tipping Bucket Raingauge,mm
3767,0.0,rainfall,Tipping Bucket Raingauge,mm
E11191,0.0,rainfall,Tipping Bucket Raingauge,mm
078922,0.0,rainfall,Tipping Bucket Raingauge,mm
45169,0.0,rainfall,Tipping Bucket Raingauge,mm
268103TP,0.0,rainfall,Tipping Bucket Raingauge,mm
075233,0.4,rainfall,Tipping Bucket Raingauge,mm
254336TP,0.0,rainfall,Tipping Bucket Raingauge,mm
E2859,,rainfall,Tipping Bucket Raingauge,mm
606299,0.0,rainfall,Tipping Bucket Raingauge,mm
E5734,0.0,rainfall,Tipping Bucket Raingauge,mm
E10000,0.0,rainfall,Tipping Bucket Raingauge,mm
44104,0.0,rainfall,Tipping Bucket Raingauge,mm
E44091,0.0,rainfall,Tipping Bucket Raingauge,mm
476898_TG_333,,rainfall,Tipping Bucket Raingauge,mm
246847TP,,rainfall,Tipping Bucket Raingauge,mm
52129,0.0,rainfall,Tipping Bucket Raingauge,mm
E21589,0.0,rainfall,Tipping Bucket Raingauge,mm
079621,0.0,rainfall,Tipping Bucket Raingauge,mm
3683,0.0,rainfall,Tipping Bucket Raingauge,mm
028502,0.2,rainfall,Tipping Bucket Raingauge,mm
3026,0.0,rainfall,Tipping Bucket Raingauge,mm
52223,0.0,rainfall,Tipping Bucket Raingauge,mm
E24775,,rainfall,Tipping Bucket Raingauge,mm
E21096,0.0,rainfall,Tipping Bucket Raingauge,mm
E14850,0.0,rainfall,Tipping Bucket Raingauge,mm
1713,0.0,rainfall,Tipping Bucket Raingauge,mm
022163,0.0,rainfall,Tipping Bucket Raingauge,mm
52147,0.0,rainfall,Tipping Bucket Raingauge,mm
E23470,0.0,rainfall,Tipping Bucket Raingauge,mm
E1457,0.0,rainfall,Tipping Bucket Raingauge,mm
560557,0.0,rainfall,Tipping Bucket Raingauge,mm
047281,0.2,rainfall,Tipping Bucket Raingauge,mm
52150,0.0,rainfall,Tipping Bucket Raingauge,mm
E7040,0.0,rainfall,Tipping Bucket Raingauge,mm
061431,0.6,rainfall,Tipping Bucket Raingauge,mm
013878,0.0,rainfall,Tipping Bucket Raingauge,mm
291477TP,0.0,rainfall,Tipping Bucket Raingauge,mm
E23518,0.0,rainfall,Tipping Bucket Raingauge,mm
021028,0.0,rainfall,Tipping Bucket Raingauge,mm
276036TP,0.0,rainfall,Tipping Bucket Raingauge,mm
E2382,0.0,rainfall,Tipping Bucket Raingauge,mm
E5721,0.0,rainfall,Tipping Bucket Raingauge,mm
E10120,0.0,rainfall,Tipping Bucket Raingauge,mm
E24187,0.0,rainfall,2,mm
E6780,0.0,rainfall,Tipping Bucket Raingauge,mm
E5726,0.0,rainfall,Tipping Bucket Raingauge,mm
240816TP,0.0,rainfall,Tipping Bucket Raingauge,mm
50103,0.0,rainfall,Tipping Bucket Raingauge,mm
47170,0.0,rainfall,Tipping Bucket Raingauge,mm
531184,0.0,rainfall,Tipping Bucket Raingauge,mm
E21335,0.0,rainfall,Tipping Bucket Raingauge,mm
597519,0.3,rainfall,Tipping Bucket Raingauge,mm
E23420,0.0,rainfall,Tipping Bucket Raingauge,mm
43105,0.0,rainfall,Tipping Bucket Raingauge,mm
50194,0.0,rainfall,Tipping Bucket Raingauge,mm
017651,0.0,rainfall,Tipping Bucket Raingauge,mm
47108,0.0,rainfall,Tipping Bucket Raingauge,mm
1813,0.0,rainfall,Tipping Bucket Raingauge,mm
284703TP,0.0,rainfall,Tipping Bucket Raingauge,mm
291241TP,0.0,rainfall,Tipping Bucket Raingauge,mm
E23646,0.2,rainfall,Tipping Bucket Raingauge,mm
48181,0.0,rainfall,Tipping Bucket Raingauge,mm
568363,,rainfall,Tipping Bucket Raingauge,mm
1817,0.0,rainfall,Tipping Bucket Raingauge,mm
531175,0.0,rainfall,Tipping Bucket Raingauge,mm
592448,0.8,rainfall,Tipping Bucket Raingauge,mm
083280,0.0,rainfall,Tipping Bucket Raingauge,mm
E1928,,rainfall,Tipping Bucket Raingauge,mm
241790TP,0.0,rainfall,Tipping Bucket Raingauge,mm
253340TP,0.0,rainfall,Tipping Bucket Raingauge,mm
585022,,rainfall,Tipping Bucket Raingauge,mm
256345TP,0.0,rainfall,Tipping Bucket Raingauge,mm
026090,0.0,rainfall,Tipping Bucket Raingauge,mm
3178,0.0,rainfall,Tipping Bucket Raingauge,mm
053532,0.4,rainfall,Tipping Bucket Raingauge,mm
E8480,0.0,rainfall,Tipping Bucket Raingauge,mm
E22486,0.0,rainfall,Tipping Bucket Raingauge,mm
E24952,0.0,rainfall,Tipping Bucket Raingauge,mm
010660,0.0,rainfall,Tipping Bucket Raingauge,mm
E24591,0.2,rainfall,Tipping Bucket Raingauge,mm
43103,0.0,rainfall,Tipping Bucket Raingauge,mm
287946TP,0.0,rainfall,Tipping Bucket Raingauge,mm
E2050,0.0,rainfall,Tipping Bucket Raingauge,mm
E2040,0.0,rainfall,Tipping Bucket Raingauge,mm
45167,0.0,rainfall,Tipping Bucket Raingauge,mm
E24585,,rainfall,Tipping Bucket Raingauge,mm
010312,0.0,rainfall,Tipping Bucket Raingauge,mm
E14420,0.0,rainfall,Tipping Bucket Raingauge,mm
E1976,0.0,rainfall,Tipping Bucket Raingauge,mm
43201,0.0,rainfall,Tipping Bucket Raingauge,mm
3779,0.0,rainfall,Tipping Bucket Raingauge,mm
E43545,0.0,rainfall,Tipping Bucket Raingauge,mm
E5731,0.0,rainfall,Tipping Bucket Raingauge,mm
035103,0.0,rainfall,Tipping Bucket Raingauge,mm
E5170,0.0,rainfall,Tipping Bucket Raingauge,mm
1040,0.0,rainfall,Tipping Bucket Raingauge,mm
574656,0.3,rainfall,Tipping Bucket Raingauge,mm
E23440,0.0,rainfall,Tipping Bucket Raingauge,mm
E24908,0.0,rainfall,Tipping Bucket Raingauge,mm
039268,0.0,rainfall,Tipping Bucket Raingauge,mm
592464,0.4,rainfall,Tipping Bucket Raingauge,mm
014555,0.2,rainfall,Tipping Bucket Raingauge,mm
1140,,rainfall,Tipping Bucket Raingauge,mm
288092TP,0.0,rainfall,Tipping Bucket Raingauge,mm
44132,0.0,rainfall,Tipping Bucket Raingauge,mm
3771,0.0,rainfall,Tipping Bucket Raingauge,mm
47112,0.0,rainfall,Tipping Bucket Raingauge,mm
068416,0.0,rainfall,Tipping Bucket Raingauge,mm
591419,0.0,rainfall,Tipping Bucket Raingauge,mm
E24732,0.0,rainfall,Tipping Bucket Raingauge,mm
569709,0.0,rainfall,Tipping Bucket Raingauge,mm
50188,0.0,rainfall,Tipping Bucket Raingauge,mm
45183,0.0,rainfall,Tipping Bucket Raingauge,mm
3288,0.0,rainfall,Tipping Bucket Raingauge,mm
46103,0.0,rainfall,Tipping Bucket Raingauge,mm
E1966,0.0,rainfall,Tipping Bucket Raingauge,mm
584772,0.0,rainfall,Tipping Bucket Raingauge,mm
53111,0.0,rainfall,Tipping Bucket Raingauge,mm
52149,0.0,rainfall,Tipping Bucket Raingauge,mm
E24930,0.0,rainfall,Tipping Bucket Raingauge,mm
E21602,0.0,rainfall,Tipping Bucket Raingauge,mm
E8743,0.0,rainfall,Tipping Bucket Raingauge,mm
3571,0.0,rainfall,Tipping Bucket Raingauge,mm
E5723,0.0,rainfall,Tipping Bucket Raingauge,mm
E1606,0.0,rainfall,Tipping Bucket Raingauge,mm
034091,0.0,rainfall,Tipping Bucket Raingauge,mm
575335,,rainfall,Tipping Bucket Raingauge,mm
605382,,rainfall,Tipping Bucket Raingauge,mm
E1716,0.0,rainfall,Tipping Bucket Raingauge,mm
040492,0.0,rainfall,Tipping Bucket Raingauge,mm
586898,0.2,rainfall,Tipping Bucket Raingauge,mm
E14430,0.0,rainfall,Tipping Bucket Raingauge,mm
45208,0.0,rainfall,Tipping Bucket Raingauge,mm
1761,0.0,rainfall,Tipping Bucket Raingauge,mm
3775,0.0,rainfall,Tipping Bucket Raingauge,mm
600140,0.3,rainfall,Tipping Bucket Raingauge,mm
48169,0.0,rainfall,Tipping Bucket Raingauge,mm
53101,0.0,rainfall,Tipping Bucket Raingauge,mm
E46331,0.0,rainfall,Tipping Bucket Raingauge,mm
077336,0.2,rainfall,Tipping Bucket Raingauge,mm
3201,0.0,rainfall,Tipping Bucket Raingauge,mm
E24940,0.0,rainfall,Tipping Bucket Raingauge,mm
51126,0.0,rainfall,Tipping Bucket Raingauge,mm
E1980,0.0,rainfall,Tipping Bucket Raingauge,mm
E5722,0.0,rainfall,Tipping Bucket Raingauge,mm
E9660,0.0,rainfall,Tipping Bucket Raingauge,mm
48157,0.0,rainfall,Tipping Bucket Raingauge,mm
076413,0.0,rainfall,Tipping Bucket Raingauge,mm
53103,0.0,rainfall,Tipping Bucket Raingauge,mm
243543TP,0.0,rainfall,Tipping Bucket Raingauge,mm
E2433,0.0,rainfall,Tipping Bucket Raingauge,mm
286392TP,0.0,rainfall,Tipping Bucket Raingauge,mm
078772,0.0,rainfall,Tipping Bucket Raingauge,mm
46161,0.0,rainfall,Tipping Bucket Raingauge,mm
563599,,rainfall,Tipping Bucket Raingauge,mm
E5733,0.0,rainfall,Tipping Bucket Raingauge,mm
588705,0.0,rainfall,Tipping Bucket Raingauge,mm
50101,0.0,rainfall,Tipping Bucket Raingauge,mm
1771,0.0,rainfall,Tipping Bucket Raingauge,mm
48159,0.0,rainfall,Tipping Bucket Raingauge,mm
085960,0.0,rainfall,Tipping Bucket Raingauge,mm
046222,0.0,rainfall,Tipping Bucket Raingauge,mm
3198,0.0,rainfall,Tipping Bucket Raingauge,mm
238944TP,0.0,rainfall,Tipping Bucket Raingauge,mm
47106,0.0,rainfall,Tipping Bucket Raingauge,mm
E46341,0.0,rainfall,Tipping Bucket Raingauge,mm
E21870,0.4,rainfall,Tipping Bucket Raingauge,mm
271491TP,0.0,rainfall,Tipping Bucket Raingauge,mm
E911,0.0,rainfall,Tipping Bucket Raingauge,mm
025878,0.0,rainfall,Tipping Bucket Raingauge,mm
55000A,,rainfall,Tipping Bucket Raingauge,mm
E8020,0.0,rainfall,Tipping Bucket Raingauge,mm
E5732,0.0,rainfall,Tipping Bucket Raingauge,mm
562656,,rainfall,Tipping Bucket Raingauge,---
E24632,0.0,rainfall,Tipping Bucket Raingauge,mm
49101,0.0,rainfall,Tipping Bucket Raingauge,mm
000182TP,0.0,rainfall,Tipping Bucket Raingauge,mm
50111,0.0,rainfall,Tipping Bucket Raingauge,mm
592158,,rainfall,Tipping Bucket Raingauge,---
E8030,0.0,rainfall,Tipping Bucket Raingauge,mm
47144,0.0,rainfall,Tipping Bucket Raingauge,mm
070365,0.0,rainfall,Tipping Bucket Raingauge,mm
E22683,0.0,rainfall,Tipping Bucket Raingauge,mm
E8290,0.0,rainfall,Tipping Bucket Raingauge,mm
E5724,0.0,rainfall,Tipping Bucket Raingauge,mm
000076TP,0.0,rainfall,Tipping Bucket Raingauge,mm
270669TP,0.0,rainfall,Tipping Bucket Raingauge,mm
3323,0.0,rainfall,Tipping Bucket Raingauge,mm
50105,0.0,rainfall,Tipping Bucket Raingauge,mm
000997,0.0,rainfall,Tipping Bucket Raingauge,mm
45100,0.0,rainfall,Tipping Bucket Raingauge,mm
47160,0.0,rainfall,Tipping Bucket Raingauge,mm
47156,0.0,rainfall,Tipping Bucket Raingauge,mm
576635,0.0,rainfall,Tipping Bucket Raingauge,mm
E4850,0.0,rainfall,Tipping Bucket Raingauge,mm
E24718,0.0,rainfall,Tipping Bucket Raingauge,mm
475212_TG_354,0.0,rainfall,Tipping Bucket Raingauge,mm
290578TP,0.0,rainfall,Tipping Bucket Raingauge,mm
1747,0.0,rainfall,Tipping Bucket Raingauge,mm
44201,0.0,rainfall,Tipping Bucket Raingauge,mm
E24712,0.2,rainfall,Tipping Bucket Raingauge,mm
006077,0.0,rainfall,Tipping Bucket Raingauge,mm
51124,0.0,rainfall,Tipping Bucket Raingauge,mm
E24141,,rainfall,2,mm
531179,0.0,rainfall,Tipping Bucket Raingauge,mm
3096,0.0,rainfall,Tipping Bucket Raingauge,mm
246726TP,0.0,rainfall,Tipping Bucket Raingauge,mm
054371,0.0,rainfall,Tipping Bucket Raingauge,mm
E8040,0.0,rainfall,Tipping Bucket Raingauge,mm
47164,0.0,rainfall,Tipping Bucket Raingauge,mm
562811,,rainfall,Tipping Bucket Raingauge,mm
46151,0.0,rainfall,Tipping Bucket Raingauge,mm
E2527,0.0,rainfall,Tipping Bucket Raingauge,mm
3604,0.0,rainfall,Tipping Bucket Raingauge,mm
E3474,0.0,rainfall,Tipping Bucket Raingauge,mm
E46361,0.0,rainfall,Tipping Bucket Raingauge,mm
E22335,0.0,rainfall,Tipping Bucket Raingauge,mm
E3220,0.0,rainfall,Tipping Bucket Raingauge,mm
46107,0.0,rainfall,Tipping Bucket Raingauge,mm
E24854,0.0,rainfall,Tipping Bucket Raingauge,mm
E24499,,rainfall,Tipping Bucket Raingauge,mm
45204,0.0,rainfall,Tipping Bucket Raingauge,mm
237740TP,0.0,rainfall,Tipping Bucket Raingauge,mm
043533,0.0,rainfall,Tipping Bucket Raingauge,mm
E5720,,rainfall,Tipping Bucket Raingauge,mm
48102,0.0,rainfall,Tipping Bucket Raingauge,mm
613905,0.0,rainfall,Tipping Bucket Raingauge,mm
054604,0.0,rainfall,Tipping Bucket Raingauge,mm
53113,0.0,rainfall,Tipping Bucket Raingauge,mm
279941TP,0.0,rainfall,Tipping Bucket Raingauge,mm
E26212,0.0,rainfall,Tipping Bucket Raingauge,mm
3347,0.0,rainfall,Tipping Bucket Raingauge,mm
50109,0.0,rainfall,Tipping Bucket Raingauge,mm
000180TP,0.0,rainfall,Tipping Bucket Raingauge,mm
569323,0.0,rainfall,Tipping Bucket Raingauge,mm
000028,0.0,rainfall,Tipping Bucket Raingauge,mm
1086,0.0,rainfall,Tipping Bucket Raingauge,mm
E7260,0.0,rainfall,Tipping Bucket Raingauge,mm
582970,0.0,rainfall,Tipping Bucket Raingauge,mm
48103,0.0,rainfall,Tipping Bucket Raingauge,mm
49147,0.0,rainfall,Tipping Bucket Raingauge,mm
46167,0.0,rainfall,Tipping Bucket Raingauge,mm
E7190,0.0,rainfall,Tipping Bucket Raingauge,mm
588886,0.0,rainfall,Tipping Bucket Raingauge,mm
45184,0.0,rainfall,Tipping Bucket Raingauge,mm
45108_,,rainfall,Tipping Bucket Raingauge,mm
E1711,,rainfall,Tipping Bucket Raingauge,mm
558844,0.0,rainfall,Tipping Bucket Raingauge,mm
45185,0.0,rainfall,Tipping Bucket Raingauge,mm
E2400,0.0,rainfall,Tipping Bucket Raingauge,mm
2705SO,0.0,rainfall,Water,mm
035024NE,0.0,rainfall,Tipping Bucket Raingauge,mm
270397,,rainfall,Tipping Bucket Raingauge,mm
604742,0.2,rainfall,Tipping Bucket Raingauge,mm
46168,0.0,rainfall,Tipping Bucket Raingauge,mm
577794,0.2,rainfall,Tipping Bucket Raingauge,mm
4527,,rainfall,Tipping Bucket Raingauge,mm
3642,0.0,rainfall,Tipping Bucket Raingauge,mm
305111,0.0,rainfall,Tipping Bucket Raingauge,mm
6666LO,,rainfall,Tipping Bucket Raingauge,mm
562992_,0.0,rainfall,Tipping Bucket Raingauge,mm
510001,0.0,rainfall,Tipping Bucket Raingauge,mm
46169,0.0,rainfall,Tipping Bucket Raingauge,mm
45186,0.0,rainfall,Tipping Bucket Raingauge,mm
1409Lucas,,rainfall,Tipping Bucket Raingauge,mm
4549,,rainfall,Tipping Bucket Raingauge,mm
4548,,rainfall,Tipping Bucket Raingauge,mm
301666,0.0,rainfall,Tipping Bucket Raingauge,mm
E5650,,rainfall,Tipping Bucket Raingauge,mm
1112,,rainfall,Tipping Bucket Raingauge,mm
E2561,0.0,rainfall,Tipping Bucket Raingauge,mm
E21326,0.0,rainfall,Tipping Bucket Raingauge,mm
E22268,0.0,rainfall,Tipping Bucket Raingauge,mm
7015,,rainfall,Tipping Bucket Raingauge,mm
1607,,rainfall,Tipping Bucket Raingauge,mm
1606,,rainfall,Logged,mm
47176,,rainfall,Tipping Bucket Raingauge,mm
1338,,rainfall,Tipping Bucket Raingauge,mm
1750,,rainfall,Tipping Bucket Raingauge,mm
1810,,rainfall,Tipping Bucket Raingauge,mm
1408,,rainfall,Tipping Bucket Raingauge,mm
1023SE,0.0,rainfall,Tipping Bucket Raingauge,mm
593362,0.0,rainfall,Tipping Bucket Raingauge,mm
0744SE,0.0,rainfall,Tipping Bucket Raingauge,mm
DH112233,,rainfall,Water,mm
0925SE,0.0,rainfall,Tipping Bucket Raingauge,mm
0924SE,0.0,rainfall,Tipping Bucket Raingauge,mm
563170,0.0,rainfall,Tipping Bucket Raingauge,mm
1822SO,0.0,rainfall,Tipping Bucket Raingauge,mm
Coldw1,,rainfall,Tipping Bucket Raingauge,mm
Mitch1,,rainfall,Tipping Bucket Raingauge,mm
Edgeh1,,rainfall,Tipping Bucket Raingauge,mm
582191,0.2,rainfall,Tipping Bucket Raingauge,mm
579623,0.0,rainfall,Tipping Bucket Raingauge,mm
EdgeH1,0.0,rainfall,Tipping Bucket Raingauge,mm
45268,0.0,rainfall,Tipping Bucket Raingauge,mm
Dubbs1,,rainfall,Tipping Bucket Raingauge,mm
261602TP,,rainfall,Water,mm
585122_,,rainfall,Tipping Bucket Raingauge,mm
019271,0.0,rainfall,Tipping Bucket Raingauge,mm
E42297,0.0,rainfall,Tipping Bucket Raingauge,mm
1930,0.0,rainfall,Tipping Bucket Raingauge,mm
2102SO,,rainfall,Water,mm
294323,0.0,rainfall,Water,mm
017220,0.0,rainfall,Tipping Bucket Raingauge,mm
